1.792,2.0,
2.12,3.993,
5.893,7.843,
9.357,10.232,
13.255,13.515,
17.573,19.685,
22.317,22.608,
23.773,25.56,D_ÉAÇ¢Ç¶Ç©
26.29,27.023,
28.655,30.477,
33.71,34.417,
