1,0.5178571428571429,0.5970149253731343,0.4,0.0,0.3341120393756881,0.5633802816901409,0.43902439024390244,0.0,0.3341348906446811,0.6349206349206349,0.3673469387755102,0,0.33408919123204833,"[40, 23, 0]","[31, 18, 0]","[0, 0, 0]"
2,0.5178571428571429,0.5970149253731343,0.4,0.0,0.3341120393756881,0.5633802816901409,0.43902439024390244,0.0,0.3341348906446811,0.6349206349206349,0.3673469387755102,0,0.33408919123204833,"[40, 23, 0]","[31, 18, 0]","[0, 0, 0]"
0,0.5178571428571429,0.5970149253731343,0.4,0.0,0.3341120393756881,0.5633802816901409,0.43902439024390244,0.0,0.3341348906446811,0.6349206349206349,0.3673469387755102,0,0.33408919123204833,"[40, 23, 0]","[31, 18, 0]","[0, 0, 0]"
4,0.5178571428571429,0.5970149253731343,0.4,0.0,0.3341120393756881,0.5633802816901409,0.43902439024390244,0.0,0.3341348906446811,0.6349206349206349,0.3673469387755102,0,0.33408919123204833,"[40, 23, 0]","[31, 18, 0]","[0, 0, 0]"
3,0.5178571428571429,0.5970149253731343,0.4,0.0,0.3341120393756881,0.5633802816901409,0.43902439024390244,0.0,0.3341348906446811,0.6349206349206349,0.3673469387755102,0,0.33408919123204833,"[40, 23, 0]","[31, 18, 0]","[0, 0, 0]"
9,0.5178571428571429,0.5970149253731343,0.4,0.0,0.3341120393756881,0.5633802816901409,0.43902439024390244,0.0,0.3341348906446811,0.6349206349206349,0.3673469387755102,0,0.33408919123204833,"[40, 23, 0]","[31, 18, 0]","[0, 0, 0]"
5,0.5178571428571429,0.5970149253731343,0.4,0.0,0.3341120393756881,0.5633802816901409,0.43902439024390244,0.0,0.3341348906446811,0.6349206349206349,0.3673469387755102,0,0.33408919123204833,"[40, 23, 0]","[31, 18, 0]","[0, 0, 0]"
8,0.5178571428571429,0.5970149253731343,0.4,0.0,0.3341120393756881,0.5633802816901409,0.43902439024390244,0.0,0.3341348906446811,0.6349206349206349,0.3673469387755102,0,0.33408919123204833,"[40, 23, 0]","[31, 18, 0]","[0, 0, 0]"
7,0.5178571428571429,0.5970149253731343,0.4,0.0,0.3341120393756881,0.5633802816901409,0.43902439024390244,0.0,0.3341348906446811,0.6349206349206349,0.3673469387755102,0,0.33408919123204833,"[40, 23, 0]","[31, 18, 0]","[0, 0, 0]"
6,0.5178571428571429,0.5970149253731343,0.4,0.0,0.3341120393756881,0.5633802816901409,0.43902439024390244,0.0,0.3341348906446811,0.6349206349206349,0.3673469387755102,0,0.33408919123204833,"[40, 23, 0]","[31, 18, 0]","[0, 0, 0]"
datasize,112

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
1,{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 1e-05}
2,{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 1e-05}
0,{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 1e-05}
4,{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 1e-05}
3,{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 1e-05}
9,{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 1e-05}
5,{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 1e-05}
8,{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 1e-05}
7,{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 1e-05}
6,{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 1e-05}
