1,0.5892857142857143,0.634920634920635,0.5306122448979592,0.0,0.3886378308586184,0.625,0.5416666666666666,0.0,0.38888888888888884,0.6451612903225806,0.52,0,0.38838709677419353,"[40, 22, 0]","[24, 26, 0]","[0, 0, 0]"
3,0.5892857142857143,0.634920634920635,0.5306122448979592,0.0,0.3886378308586184,0.625,0.5416666666666666,0.0,0.38888888888888884,0.6451612903225806,0.52,0,0.38838709677419353,"[40, 22, 0]","[24, 26, 0]","[0, 0, 0]"
4,0.5892857142857143,0.634920634920635,0.5306122448979592,0.0,0.3886378308586184,0.625,0.5416666666666666,0.0,0.38888888888888884,0.6451612903225806,0.52,0,0.38838709677419353,"[40, 22, 0]","[24, 26, 0]","[0, 0, 0]"
2,0.5892857142857143,0.634920634920635,0.5306122448979592,0.0,0.3886378308586184,0.625,0.5416666666666666,0.0,0.38888888888888884,0.6451612903225806,0.52,0,0.38838709677419353,"[40, 22, 0]","[24, 26, 0]","[0, 0, 0]"
0,0.5892857142857143,0.634920634920635,0.5306122448979592,0.0,0.3886378308586184,0.625,0.5416666666666666,0.0,0.38888888888888884,0.6451612903225806,0.52,0,0.38838709677419353,"[40, 22, 0]","[24, 26, 0]","[0, 0, 0]"
8,0.5892857142857143,0.634920634920635,0.5306122448979592,0.0,0.3886378308586184,0.625,0.5416666666666666,0.0,0.38888888888888884,0.6451612903225806,0.52,0,0.38838709677419353,"[40, 22, 0]","[24, 26, 0]","[0, 0, 0]"
6,0.5892857142857143,0.634920634920635,0.5306122448979592,0.0,0.3886378308586184,0.625,0.5416666666666666,0.0,0.38888888888888884,0.6451612903225806,0.52,0,0.38838709677419353,"[40, 22, 0]","[24, 26, 0]","[0, 0, 0]"
7,0.5892857142857143,0.634920634920635,0.5306122448979592,0.0,0.3886378308586184,0.625,0.5416666666666666,0.0,0.38888888888888884,0.6451612903225806,0.52,0,0.38838709677419353,"[40, 22, 0]","[24, 26, 0]","[0, 0, 0]"
5,0.5892857142857143,0.634920634920635,0.5306122448979592,0.0,0.3886378308586184,0.625,0.5416666666666666,0.0,0.38888888888888884,0.6451612903225806,0.52,0,0.38838709677419353,"[40, 22, 0]","[24, 26, 0]","[0, 0, 0]"
9,0.5892857142857143,0.634920634920635,0.5306122448979592,0.0,0.3886378308586184,0.625,0.5416666666666666,0.0,0.38888888888888884,0.6451612903225806,0.52,0,0.38838709677419353,"[40, 22, 0]","[24, 26, 0]","[0, 0, 0]"
datasize,112

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
1,{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 0.01},{'C': 1e-05},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.1},{'C': 1e-05}
3,{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 0.01},{'C': 1e-05},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.1},{'C': 1e-05}
4,{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 0.01},{'C': 1e-05},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.1},{'C': 1e-05}
2,{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 0.01},{'C': 1e-05},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.1},{'C': 1e-05}
0,{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 0.01},{'C': 1e-05},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.1},{'C': 1e-05}
8,{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 0.01},{'C': 1e-05},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.1},{'C': 1e-05}
6,{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 0.01},{'C': 1e-05},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.1},{'C': 1e-05}
7,{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 0.01},{'C': 1e-05},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.1},{'C': 1e-05}
5,{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 0.01},{'C': 1e-05},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.1},{'C': 1e-05}
9,{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 0.1},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1},{'C': 0.1},{'C': 1e-05},{'C': 1e-05},{'C': 0.01},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.1},{'C': 0.01},{'C': 0.01},{'C': 1e-05},{'C': 0.1},{'C': 0.1},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.1},{'C': 1e-05}
