4,0.4519230769230769,0.44660194174757284,0.45714285714285713,0.0,0.3012761223303697,0.4423076923076923,0.46153846153846156,0.0,0.30128205128205127,0.45098039215686275,0.4528301886792453,0,0.30127019361203605,"[23, 28, 0]","[29, 24, 0]","[0, 0, 0]"
3,0.4519230769230769,0.44660194174757284,0.45714285714285713,0.0,0.3012761223303697,0.4423076923076923,0.46153846153846156,0.0,0.30128205128205127,0.45098039215686275,0.4528301886792453,0,0.30127019361203605,"[23, 28, 0]","[29, 24, 0]","[0, 0, 0]"
1,0.4519230769230769,0.44660194174757284,0.45714285714285713,0.0,0.3012761223303697,0.4423076923076923,0.46153846153846156,0.0,0.30128205128205127,0.45098039215686275,0.4528301886792453,0,0.30127019361203605,"[23, 28, 0]","[29, 24, 0]","[0, 0, 0]"
0,0.4519230769230769,0.44660194174757284,0.45714285714285713,0.0,0.3012761223303697,0.4423076923076923,0.46153846153846156,0.0,0.30128205128205127,0.45098039215686275,0.4528301886792453,0,0.30127019361203605,"[23, 28, 0]","[29, 24, 0]","[0, 0, 0]"
2,0.4519230769230769,0.44660194174757284,0.45714285714285713,0.0,0.3012761223303697,0.4423076923076923,0.46153846153846156,0.0,0.30128205128205127,0.45098039215686275,0.4528301886792453,0,0.30127019361203605,"[23, 28, 0]","[29, 24, 0]","[0, 0, 0]"
9,0.4519230769230769,0.44660194174757284,0.45714285714285713,0.0,0.3012761223303697,0.4423076923076923,0.46153846153846156,0.0,0.30128205128205127,0.45098039215686275,0.4528301886792453,0,0.30127019361203605,"[23, 28, 0]","[29, 24, 0]","[0, 0, 0]"
7,0.4519230769230769,0.44660194174757284,0.45714285714285713,0.0,0.3012761223303697,0.4423076923076923,0.46153846153846156,0.0,0.30128205128205127,0.45098039215686275,0.4528301886792453,0,0.30127019361203605,"[23, 28, 0]","[29, 24, 0]","[0, 0, 0]"
6,0.4519230769230769,0.44660194174757284,0.45714285714285713,0.0,0.3012761223303697,0.4423076923076923,0.46153846153846156,0.0,0.30128205128205127,0.45098039215686275,0.4528301886792453,0,0.30127019361203605,"[23, 28, 0]","[29, 24, 0]","[0, 0, 0]"
8,0.4519230769230769,0.44660194174757284,0.45714285714285713,0.0,0.3012761223303697,0.4423076923076923,0.46153846153846156,0.0,0.30128205128205127,0.45098039215686275,0.4528301886792453,0,0.30127019361203605,"[23, 28, 0]","[29, 24, 0]","[0, 0, 0]"
5,0.4519230769230769,0.44660194174757284,0.45714285714285713,0.0,0.3012761223303697,0.4423076923076923,0.46153846153846156,0.0,0.30128205128205127,0.45098039215686275,0.4528301886792453,0,0.30127019361203605,"[23, 28, 0]","[29, 24, 0]","[0, 0, 0]"
datasize,104

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
4,{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 1e-05},{'C': 100000},{'C': 1},{'C': 1e-05},{'C': 1000}
3,{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 1e-05},{'C': 100000},{'C': 1},{'C': 1e-05},{'C': 1000}
1,{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 1e-05},{'C': 100000},{'C': 1},{'C': 1e-05},{'C': 1000}
0,{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 1e-05},{'C': 100000},{'C': 1},{'C': 1e-05},{'C': 1000}
2,{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 1e-05},{'C': 100000},{'C': 1},{'C': 1e-05},{'C': 1000}
9,{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 1e-05},{'C': 100000},{'C': 1},{'C': 1e-05},{'C': 1000}
7,{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 1e-05},{'C': 100000},{'C': 1},{'C': 1e-05},{'C': 1000}
6,{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 1e-05},{'C': 100000},{'C': 1},{'C': 1e-05},{'C': 1000}
8,{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 1e-05},{'C': 100000},{'C': 1},{'C': 1e-05},{'C': 1000}
5,{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 1e-05},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.001},{'C': 0.001},{'C': 0.001},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 1e-05},{'C': 100000},{'C': 1},{'C': 1e-05},{'C': 1000}
