datasize,60

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
0,0.5,0.6944444444444444,0.23529411764705882,0.14285714285714288,0.3697809072046703,0.7575757575757576,0.23529411764705882,0.1,0.36428995840760553,0.6410256410256411,0.23529411764705882,0.25,0.3754399195575666,"[25, 10, 4]","[8, 4, 5]","[0, 3, 1]"
1,0.48333333333333334,0.6582278481012658,0.13793103448275862,0.16666666666666669,0.36908488332665573,0.7878787878787878,0.11764705882352941,0.1,0.3351752822341058,0.5652173913043478,0.16666666666666666,0.5,0.4106280193236715,"[26, 14, 6]","[7, 2, 3]","[0, 1, 1]"
2,0.55,0.6987951807228915,0.2727272727272727,0.13333333333333333,0.41922265657957647,0.8787878787878788,0.17647058823529413,0.1,0.385086155674391,0.58,0.6,0.2,0.45999999999999996,"[29, 13, 8]","[1, 3, 1]","[3, 1, 1]"
3,0.43333333333333335,0.6027397260273972,0.23529411764705882,0.0,0.2798646477766005,0.6666666666666666,0.23529411764705882,0.0,0.3006535947712418,0.55,0.23529411764705882,0.0,0.26176470588235295,"[22, 12, 6]","[9, 4, 4]","[2, 1, 0]"
4,0.5166666666666667,0.6842105263157895,0.27586206896551724,0.13333333333333333,0.3768433965196692,0.7878787878787878,0.23529411764705882,0.1,0.3743909685086156,0.6046511627906976,0.3333333333333333,0.2,0.37932816537467695,"[26, 10, 7]","[6, 4, 2]","[1, 3, 1]"
5,0.5,0.6756756756756757,0.18750000000000003,0.28571428571428575,0.4051948144366028,0.7575757575757576,0.17647058823529413,0.2,0.3780154486036839,0.6097560975609756,0.2,0.5,0.43658536585365854,"[25, 12, 4]","[8, 3, 4]","[0, 2, 2]"
6,0.5666666666666667,0.7105263157894738,0.2857142857142857,0.37499999999999994,0.47305315534700765,0.8181818181818182,0.23529411764705882,0.3,0.45115864527629235,0.627906976744186,0.36363636363636365,0.5,0.4971811134601832,"[27, 11, 5]","[5, 4, 2]","[1, 2, 3]"
7,0.5333333333333333,0.6582278481012658,0.22222222222222224,0.4285714285714285,0.4728023960852338,0.7878787878787878,0.17647058823529413,0.3,0.42144979203802735,0.5652173913043478,0.3,0.75,0.5384057971014492,"[26, 13, 7]","[7, 3, 0]","[0, 1, 3]"
8,0.4666666666666667,0.611111111111111,0.24242424242424243,0.26666666666666666,0.3851055901070554,0.6666666666666666,0.23529411764705882,0.2,0.36732026143790847,0.5641025641025641,0.25,0.4,0.40470085470085476,"[22, 12, 5]","[9, 4, 3]","[2, 1, 2]"
9,0.4666666666666667,0.6923076923076923,0.0,0.125,0.27853717026378894,0.8181818181818182,0.0,0.1,0.3060606060606061,0.6,0.0,0.16666666666666666,0.25555555555555554,"[27, 14, 4]","[4, 0, 5]","[2, 3, 1]"
