5,0.5675675675675675,0.6666666666666666,0.3333333333333333,0.4423076923076923,0.5199576319996945,0.6987951807228916,0.21428571428571427,0.45098039215686275,0.4546870957218229,0.6373626373626373,0.75,0.4339622641509434,0.6071083005045269,"[58, 5, 28]","[1, 3, 0]","[24, 6, 23]"
2,0.5743243243243243,0.6742857142857143,0.25,0.45714285714285713,0.5400006361200207,0.7108433734939759,0.14285714285714285,0.47058823529411764,0.44142958388174547,0.6413043478260869,1.0,0.4444444444444444,0.6952495974235106,"[59, 6, 27]","[0, 2, 0]","[24, 6, 24]"
8,0.5405405405405406,0.6553672316384181,0.25,0.38834951456310685,0.508871176063323,0.6987951807228916,0.14285714285714285,0.39215686274509803,0.41126972877504414,0.6170212765957447,1.0,0.38461538461538464,0.6672122204037098,"[58, 5, 31]","[0, 2, 0]","[25, 7, 20]"
1,0.5608108108108109,0.6666666666666666,0.3333333333333333,0.41584158415841577,0.5111371320410631,0.7108433734939759,0.21428571428571427,0.4117647058823529,0.44563126455401436,0.6276595744680851,0.75,0.42,0.5992198581560283,"[59, 5, 30]","[1, 3, 0]","[23, 6, 21]"
0,0.5540540540540541,0.6739130434782609,0.25,0.37500000000000006,0.5123467536874413,0.7469879518072289,0.14285714285714285,0.35294117647058826,0.41426209037832,0.6138613861386139,1.0,0.4,0.6712871287128713,"[62, 6, 33]","[0, 2, 0]","[21, 6, 18]"
3,0.5472972972972973,0.6551724137931034,0.35294117647058826,0.39999999999999997,0.5299646976766669,0.6867469879518072,0.21428571428571427,0.4117647058823529,0.4375991360399582,0.6263736263736264,1.0,0.3888888888888889,0.6717541717541717,"[57, 4, 30]","[0, 3, 0]","[26, 7, 21]"
4,0.5878378378378378,0.6896551724137931,0.125,0.49056603773584906,0.4832606457263599,0.7228915662650602,0.07142857142857142,0.5098039215686274,0.4347080197540863,0.6593406593406593,0.5,0.4727272727272727,0.544022644022644,"[60, 6, 25]","[1, 1, 0]","[22, 7, 26]"
6,0.5472972972972973,0.6514285714285714,0.23529411764705882,0.4230769230769231,0.48280741092808954,0.6867469879518072,0.14285714285714285,0.43137254901960786,0.42032555994285264,0.6195652173913043,0.6666666666666666,0.41509433962264153,0.5671087412268708,"[57, 6, 29]","[1, 2, 0]","[25, 6, 22]"
9,0.5472972972972973,0.6590909090909091,0.11764705882352941,0.4271844660194175,0.4282208135206061,0.6987951807228916,0.07142857142857142,0.43137254901960786,0.40053210039035697,0.6236559139784946,0.3333333333333333,0.4230769230769231,0.46002205679625036,"[58, 7, 28]","[1, 1, 1]","[24, 6, 22]"
7,0.5337837837837838,0.6514285714285714,0.13333333333333333,0.39622641509433965,0.4922232843854185,0.6867469879518072,0.07142857142857142,0.4117647058823529,0.38998008842091053,0.6195652173913043,1.0,0.38181818181818183,0.6671277997364954,"[57, 5, 30]","[0, 1, 0]","[26, 8, 21]"
