2,0.5743243243243243,0.6845637583892616,0.3943661971830986,0.5263157894736842,0.5401323019975139,0.75,0.34146341463414637,0.5128205128205128,0.5347613091515531,0.6296296296296297,0.4666666666666667,0.5405405405405406,0.5456122789456123,"[51, 18, 12]","[9, 14, 7]","[8, 9, 20]"
1,0.5945945945945946,0.697986577181208,0.4000000000000001,0.5714285714285715,0.5622703888549514,0.7647058823529411,0.34146341463414637,0.5641025641025641,0.5567572870298839,0.6419753086419753,0.4827586206896552,0.5789473684210527,0.567893765917561,"[52, 19, 10]","[8, 14, 7]","[8, 8, 22]"
3,0.5675675675675675,0.6577181208053691,0.43478260869565216,0.5128205128205128,0.5419719987177215,0.7205882352941176,0.36585365853658536,0.5128205128205128,0.5330874688837386,0.6049382716049383,0.5357142857142857,0.5128205128205128,0.5511576900465789,"[49, 19, 13]","[7, 15, 6]","[12, 7, 20]"
4,0.581081081081081,0.6993006993006994,0.3943661971830986,0.5365853658536586,0.5476360363197372,0.7352941176470589,0.34146341463414637,0.5641025641025641,0.5469533654612565,0.6666666666666666,0.4666666666666667,0.5116279069767442,0.5483204134366925,"[50, 16, 9]","[8, 14, 8]","[10, 11, 22]"
0,0.581081081081081,0.6753246753246753,0.40579710144927533,0.547945205479452,0.5517045731126998,0.7647058823529411,0.34146341463414637,0.5128205128205128,0.5396632699358668,0.6046511627906976,0.5,0.5882352941176471,0.5642954856361149,"[52, 20, 14]","[9, 14, 5]","[7, 7, 20]"
7,0.5472972972972973,0.6666666666666666,0.34782608695652173,0.49350649350649345,0.5088847045831651,0.7352941176470589,0.2926829268292683,0.48717948717948717,0.5050521772186048,0.6097560975609756,0.42857142857142855,0.5,0.5127758420441347,"[50, 20, 12]","[8, 12, 8]","[10, 9, 19]"
5,0.5743243243243243,0.7027027027027027,0.36619718309859156,0.5194805194805194,0.5340296674495003,0.7647058823529411,0.3170731707317073,0.5128205128205128,0.5315331886350537,0.65,0.43333333333333335,0.5263157894736842,0.5365497076023392,"[52, 18, 10]","[8, 13, 9]","[8, 10, 20]"
6,0.5743243243243243,0.6891891891891891,0.4225352112676056,0.49350649350649345,0.5400277584117555,0.75,0.36585365853658536,0.48717948717948717,0.5343443819053575,0.6375,0.5,0.5,0.5458333333333333,"[51, 16, 13]","[8, 15, 7]","[9, 10, 19]"
9,0.5675675675675675,0.6938775510204083,0.3768115942028986,0.5,0.5295757598103539,0.75,0.3170731707317073,0.5128205128205128,0.52663122785074,0.6455696202531646,0.4642857142857143,0.4878048780487805,0.5325534041958865,"[51, 16, 12]","[8, 13, 7]","[9, 12, 20]"
8,0.5743243243243243,0.6849315068493151,0.4166666666666667,0.5128205128205128,0.5419186599851957,0.7352941176470589,0.36585365853658536,0.5128205128205128,0.5379894296680523,0.6410256410256411,0.4838709677419355,0.5128205128205128,0.5459057071960297,"[50, 17, 11]","[8, 15, 8]","[10, 9, 20]"
datasize,148

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
