4,0.595,0
1,0.56,0
4,0.8779999999999999,0
1,1.2440000000000002,0
3,0.4259999999999997,0
2,0.5820000000000003,0
3,0.3229999999999995,0
1,0.12900000000000045,0
4,0.508,0
1,0.6079999999999997,0
4,0.7170000000000005,0
1,0.827,0
4,0.2909999999999995,0
2,0.42900000000000116,0
4,0.37299999999999933,0
1,0.1850000000000005,0
3,0.20199999999999996,0
2,2.132999999999999,0
4,0.11700000000000088,0
1,0.23599999999999888,0
4,1.1590000000000007,0
2,0.6809999999999992,0
3,0.004000000000001336,0
1,1.2829999999999995,0
3,0.41000000000000014,0
2,0.5350000000000001,0
3,0.17499999999999893,0
1,0.4980000000000011,0
4,0.6720000000000006,0
2,0.5479999999999983,0
3,0.08000000000000185,0
1,1.1089999999999982,0
4,0.5100000000000016,0
1,0.977999999999998,0
4,0.26500000000000057,0
1,2.492000000000001,0
4,0.1980000000000004,0
2,0.41699999999999804,0
4,0.04100000000000037,0
1,0.6870000000000012,0
4,0.5579999999999998,0
1,0.6119999999999983,0
4,0.44200000000000017,0
2,0.10800000000000054,0
3,0.8620000000000019,0
1,0.14099999999999824,0
4,0.1700000000000017,0
2,0.5150000000000006,0
4,0.10499999999999687,0
2,0.054000000000002046,0
3,1.009999999999998,0
1,0.018000000000000682,0
4,0.963000000000001,0
2,0.26399999999999935,0
3,0.713000000000001,0
2,0.06299999999999883,0
4,0.16000000000000014,0
1,0.9649999999999999,0
4,0.47199999999999775,0
2,1.0770000000000053,0
3,0.2079999999999984,1
2,1.4600000000000009,0
3,0.7650000000000006,0
1,2.3320000000000007,0
4,1.107999999999997,0
