7,1,4,1,1,4,2,2,1,4,1,1,3,2,3,1,5,1,1,3,1,4,1,5,1,1,4,1,4
8,2,5,3,2,4,2,2,4,4,2,4,3,2,3,2,5,2,2,4,1,2,2,5,2,2,3,2,2
9,3,3,4,3,3,4,1,4,2,4,3,2,4,2,4,1,4,3,2,4,2,3,2,4,3,1,4,2
10,2,4,1,2,1,2,2,2,4,1,2,2,2,2,4,2,2,3,1,2,2,1,4,1,2,2,2,3
11,2,2,3,3,4,4,2,4,2,4,3,3,4,2,3,4,3,2,3,3,2,3,2,3,2,3,3,2
12,3,1,2,3,2,4,3,1,4,2,2,3,3,2,3,4,3,3,2,3,2,4,4,4,3,3,3,3
