1,ううーん,0.505,1.665
1,なんか,1.835,2.14
0,新幹線,2.455,3.47
0,とかでも「か」はない,3.69,4.697
1,「は」とか,5.57,6.3
0,ハヤブサ,8.287,9.31
0,ドクターイエロー、遅い,9.582,11.432
0,ひっ、こだま,11.505,12.672
1,えー,12.75,13.43
0,こまち,14.057,14.902
0,かがや、あっかがやき、あっ,16.54,17.997
0,かがやきがあります,18.585,19.613
0,かがやき,21.175,21.76
0,ほんとにはやいのかな,22.098,22.762
0,新幹線しか知らないんですけど,23.157,24.41
0,ふっ,24.953,25.128
0,かがやき,25.878,26.442
0,なんか、ちょっと黄色のやつ,26.858,28.113
0,査定,30.027,30.547
1,ふふふ、ふふふ,30.715,31.475
1,て,32.108,32.665
1,うふふ,34.235,35.623
1,ふふふ,35.735,36.002
