
2019/07/03 13:40:09, 34, woman, 23, 3, 3, 5, 5, 3, 3, 4, 4, 4, 3, 5, 2, 3, 3, 2, 3, 3, 3, 3, 3, 6, 3, 3, 3, 3, 6, 5, 5, 5, 4, 5, 5, 4, 3, 5, 5, 3, 3, 3, 3, 3, 5, 3, 6, 6, 3, 4, 3, 3, 4, 4, 4, 3, 3, 3, 4, 5, 3, 4, 3, 
