
2019/07/03 13:38:40, 035, woman, 23, 2, 5, 3, 2, 5, 5, 2, 6, 2, 6, 2, 3, 3, 4, 3, 3, 3, 3, 3, 3, 5, 5, 3, 4, 4, 3, 3, 2, 2, 3, 2, 1, 3, 3, 3, 2, 3, 3, 3, 3, 5, 2, 5, 5, 3, 4, 3, 3, 2, 5, 5, 2, 2, 2, 2, 6, 7, 6, 3, 4, 
