3,0.3269230769230769,0.4271844660194175,0.24000000000000002,0.21818181818181817,0.29547949257664763,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.2948717948717949,0.43137254901960786,0.25,0.20689655172413793,0.29608970024791526,"[22, 13, 16]","[14, 6, 4]","[16, 7, 6]"
2,0.3269230769230769,0.4271844660194175,0.24000000000000002,0.21818181818181817,0.29547949257664763,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.2948717948717949,0.43137254901960786,0.25,0.20689655172413793,0.29608970024791526,"[22, 13, 16]","[14, 6, 4]","[16, 7, 6]"
0,0.3269230769230769,0.4271844660194175,0.24000000000000002,0.21818181818181817,0.29547949257664763,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.2948717948717949,0.43137254901960786,0.25,0.20689655172413793,0.29608970024791526,"[22, 13, 16]","[14, 6, 4]","[16, 7, 6]"
4,0.3269230769230769,0.4271844660194175,0.24000000000000002,0.21818181818181817,0.29547949257664763,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.2948717948717949,0.43137254901960786,0.25,0.20689655172413793,0.29608970024791526,"[22, 13, 16]","[14, 6, 4]","[16, 7, 6]"
1,0.3269230769230769,0.4271844660194175,0.24000000000000002,0.21818181818181817,0.29547949257664763,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.2948717948717949,0.43137254901960786,0.25,0.20689655172413793,0.29608970024791526,"[22, 13, 16]","[14, 6, 4]","[16, 7, 6]"
9,0.3269230769230769,0.4271844660194175,0.24000000000000002,0.21818181818181817,0.29547949257664763,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.2948717948717949,0.43137254901960786,0.25,0.20689655172413793,0.29608970024791526,"[22, 13, 16]","[14, 6, 4]","[16, 7, 6]"
5,0.3269230769230769,0.4271844660194175,0.24000000000000002,0.21818181818181817,0.29547949257664763,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.2948717948717949,0.43137254901960786,0.25,0.20689655172413793,0.29608970024791526,"[22, 13, 16]","[14, 6, 4]","[16, 7, 6]"
6,0.3269230769230769,0.4271844660194175,0.24000000000000002,0.21818181818181817,0.29547949257664763,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.2948717948717949,0.43137254901960786,0.25,0.20689655172413793,0.29608970024791526,"[22, 13, 16]","[14, 6, 4]","[16, 7, 6]"
8,0.3269230769230769,0.4271844660194175,0.24000000000000002,0.21818181818181817,0.29547949257664763,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.2948717948717949,0.43137254901960786,0.25,0.20689655172413793,0.29608970024791526,"[22, 13, 16]","[14, 6, 4]","[16, 7, 6]"
7,0.3269230769230769,0.4271844660194175,0.24000000000000002,0.21818181818181817,0.29547949257664763,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.2948717948717949,0.43137254901960786,0.25,0.20689655172413793,0.29608970024791526,"[22, 13, 16]","[14, 6, 4]","[16, 7, 6]"
datasize,104

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
3,{'C': 1},{'C': 0.01},{'C': 100},{'C': 10000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 0.0001},{'C': 0.001},{'C': 0.001},{'C': 100},{'C': 10},{'C': 1000},{'C': 100},{'C': 1},{'C': 0.01},{'C': 100000},{'C': 1},{'C': 1000},{'C': 10000}
2,{'C': 1},{'C': 0.01},{'C': 100},{'C': 10000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 0.0001},{'C': 0.001},{'C': 0.001},{'C': 100},{'C': 10},{'C': 1000},{'C': 100},{'C': 1},{'C': 0.01},{'C': 100000},{'C': 1},{'C': 1000},{'C': 10000}
0,{'C': 1},{'C': 0.01},{'C': 100},{'C': 10000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 0.0001},{'C': 0.001},{'C': 0.001},{'C': 100},{'C': 10},{'C': 1000},{'C': 100},{'C': 1},{'C': 0.01},{'C': 100000},{'C': 1},{'C': 1000},{'C': 10000}
4,{'C': 1},{'C': 0.01},{'C': 100},{'C': 10000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 0.0001},{'C': 0.001},{'C': 0.001},{'C': 100},{'C': 10},{'C': 1000},{'C': 100},{'C': 1},{'C': 0.01},{'C': 100000},{'C': 1},{'C': 1000},{'C': 10000}
1,{'C': 1},{'C': 0.01},{'C': 100},{'C': 10000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 0.0001},{'C': 0.001},{'C': 0.001},{'C': 100},{'C': 10},{'C': 1000},{'C': 100},{'C': 1},{'C': 0.01},{'C': 100000},{'C': 1},{'C': 1000},{'C': 10000}
9,{'C': 1},{'C': 0.01},{'C': 100},{'C': 10000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 0.0001},{'C': 0.001},{'C': 0.001},{'C': 100},{'C': 10},{'C': 1000},{'C': 100},{'C': 1},{'C': 0.01},{'C': 100000},{'C': 1},{'C': 1000},{'C': 10000}
5,{'C': 1},{'C': 0.01},{'C': 100},{'C': 10000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 0.0001},{'C': 0.001},{'C': 0.001},{'C': 100},{'C': 10},{'C': 1000},{'C': 100},{'C': 1},{'C': 0.01},{'C': 100000},{'C': 1},{'C': 1000},{'C': 10000}
6,{'C': 1},{'C': 0.01},{'C': 100},{'C': 10000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 0.0001},{'C': 0.001},{'C': 0.001},{'C': 100},{'C': 10},{'C': 1000},{'C': 100},{'C': 1},{'C': 0.01},{'C': 100000},{'C': 1},{'C': 1000},{'C': 10000}
8,{'C': 1},{'C': 0.01},{'C': 100},{'C': 10000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 0.0001},{'C': 0.001},{'C': 0.001},{'C': 100},{'C': 10},{'C': 1000},{'C': 100},{'C': 1},{'C': 0.01},{'C': 100000},{'C': 1},{'C': 1000},{'C': 10000}
7,{'C': 1},{'C': 0.01},{'C': 100},{'C': 10000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 100000},{'C': 0.1},{'C': 0.1},{'C': 0.0001},{'C': 0.001},{'C': 0.001},{'C': 100},{'C': 10},{'C': 1000},{'C': 100},{'C': 1},{'C': 0.01},{'C': 100000},{'C': 1},{'C': 1000},{'C': 10000}
