1.137,2.0,しかも夏だから、なんか
3.44,4.485,調べてたらなんかもう
5.018,10.86,一日八時間以上、とか出てきたからやっぱり体力とかないと厳しいじゃないですか？
11.127,12.695,だからほんとに、ほんとに
13.518,14.47,やりたいという
15.005,18.125,人が集まってくれるのはいいけど、やっぱり人が
18.948,19.188,もう
20.0,25.0,体力としても厳しいし、休みも取れない人も多いしっていう
28.145,28.878,そうですね
32.835,32.895,えっ
