0,9.8241
11.28,11.712
12.8,15.696
16.768,34.832
36.64,36.896
39.12,46.64
59.168,59.6
61.648,62.304
63.536,64.88
66.016,75.504
81.68,81.888
97.216,125.06
129.01,163.14
166.48,172.14
174.78,194.54
197.46,197.54
201.28,225.17
227.55,243.58
246.45,282.7
288.02,299.5
303.46,309.33
