0,12.311,,0,2.132
13.496,20.043,,4.718,5.805
21.196,34.404,,6.114,7.61
35.492,37.029,,10.796,11.304
,,,12.304,13.404
,,,14.209,15.562
,,,16.472,19.15
,,,19.882,20.425
,,,23.052,24.307
,,,25.206,25.761
,,,29.436,30.216
,,,31.124,31.766
,,,33.008,33.551
,,,34.684,35.225
