0,0.4807692307692308,0.20689655172413793,0.33333333333333337,0.6263736263736264,0.38953629342908797,0.1935483870967742,0.35294117647058826,0.6263736263736264,0.3909543966469962,0.2222222222222222,0.3157894736842105,0.6263736263736264,0.3881284407600197,"[6, 6, 15]","[7, 12, 19]","[18, 16, 57]"
2,0.4807692307692308,0.20689655172413793,0.33333333333333337,0.6263736263736264,0.38953629342908797,0.1935483870967742,0.35294117647058826,0.6263736263736264,0.3909543966469962,0.2222222222222222,0.3157894736842105,0.6263736263736264,0.3881284407600197,"[6, 6, 15]","[7, 12, 19]","[18, 16, 57]"
3,0.4807692307692308,0.20689655172413793,0.33333333333333337,0.6263736263736264,0.38953629342908797,0.1935483870967742,0.35294117647058826,0.6263736263736264,0.3909543966469962,0.2222222222222222,0.3157894736842105,0.6263736263736264,0.3881284407600197,"[6, 6, 15]","[7, 12, 19]","[18, 16, 57]"
4,0.4807692307692308,0.20689655172413793,0.33333333333333337,0.6263736263736264,0.38953629342908797,0.1935483870967742,0.35294117647058826,0.6263736263736264,0.3909543966469962,0.2222222222222222,0.3157894736842105,0.6263736263736264,0.3881284407600197,"[6, 6, 15]","[7, 12, 19]","[18, 16, 57]"
1,0.4807692307692308,0.20689655172413793,0.33333333333333337,0.6263736263736264,0.38953629342908797,0.1935483870967742,0.35294117647058826,0.6263736263736264,0.3909543966469962,0.2222222222222222,0.3157894736842105,0.6263736263736264,0.3881284407600197,"[6, 6, 15]","[7, 12, 19]","[18, 16, 57]"
9,0.4807692307692308,0.20689655172413793,0.33333333333333337,0.6263736263736264,0.38953629342908797,0.1935483870967742,0.35294117647058826,0.6263736263736264,0.3909543966469962,0.2222222222222222,0.3157894736842105,0.6263736263736264,0.3881284407600197,"[6, 6, 15]","[7, 12, 19]","[18, 16, 57]"
6,0.4807692307692308,0.20689655172413793,0.33333333333333337,0.6263736263736264,0.38953629342908797,0.1935483870967742,0.35294117647058826,0.6263736263736264,0.3909543966469962,0.2222222222222222,0.3157894736842105,0.6263736263736264,0.3881284407600197,"[6, 6, 15]","[7, 12, 19]","[18, 16, 57]"
8,0.4807692307692308,0.20689655172413793,0.33333333333333337,0.6263736263736264,0.38953629342908797,0.1935483870967742,0.35294117647058826,0.6263736263736264,0.3909543966469962,0.2222222222222222,0.3157894736842105,0.6263736263736264,0.3881284407600197,"[6, 6, 15]","[7, 12, 19]","[18, 16, 57]"
5,0.4807692307692308,0.20689655172413793,0.33333333333333337,0.6263736263736264,0.38953629342908797,0.1935483870967742,0.35294117647058826,0.6263736263736264,0.3909543966469962,0.2222222222222222,0.3157894736842105,0.6263736263736264,0.3881284407600197,"[6, 6, 15]","[7, 12, 19]","[18, 16, 57]"
7,0.4807692307692308,0.20689655172413793,0.33333333333333337,0.6263736263736264,0.38953629342908797,0.1935483870967742,0.35294117647058826,0.6263736263736264,0.3909543966469962,0.2222222222222222,0.3157894736842105,0.6263736263736264,0.3881284407600197,"[6, 6, 15]","[7, 12, 19]","[18, 16, 57]"
datasize,156

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
0,{'C': 10000},{'C': 10},{'C': 1},{'C': 100000},{'C': 10},{'C': 10},{'C': 1000},{'C': 100},{'C': 100000},{'C': 100},{'C': 1},{'C': 1},{'C': 1},{'C': 10000},{'C': 1},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 10},{'C': 10000},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 1},{'C': 100000},{'C': 1},{'C': 100000},{'C': 10000},{'C': 10000},{'C': 10},{'C': 1},{'C': 10000},{'C': 1000},{'C': 0.1},{'C': 100000},{'C': 10000},{'C': 0.01},{'C': 1}
2,{'C': 10000},{'C': 10},{'C': 1},{'C': 100000},{'C': 10},{'C': 10},{'C': 1000},{'C': 100},{'C': 100000},{'C': 100},{'C': 1},{'C': 1},{'C': 1},{'C': 10000},{'C': 1},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 10},{'C': 10000},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 1},{'C': 100000},{'C': 1},{'C': 100000},{'C': 10000},{'C': 10000},{'C': 10},{'C': 1},{'C': 10000},{'C': 1000},{'C': 0.1},{'C': 100000},{'C': 10000},{'C': 0.01},{'C': 1}
3,{'C': 10000},{'C': 10},{'C': 1},{'C': 100000},{'C': 10},{'C': 10},{'C': 1000},{'C': 100},{'C': 100000},{'C': 100},{'C': 1},{'C': 1},{'C': 1},{'C': 10000},{'C': 1},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 10},{'C': 10000},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 1},{'C': 100000},{'C': 1},{'C': 100000},{'C': 10000},{'C': 10000},{'C': 10},{'C': 1},{'C': 10000},{'C': 1000},{'C': 0.1},{'C': 100000},{'C': 10000},{'C': 0.01},{'C': 1}
4,{'C': 10000},{'C': 10},{'C': 1},{'C': 100000},{'C': 10},{'C': 10},{'C': 1000},{'C': 100},{'C': 100000},{'C': 100},{'C': 1},{'C': 1},{'C': 1},{'C': 10000},{'C': 1},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 10},{'C': 10000},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 1},{'C': 100000},{'C': 1},{'C': 100000},{'C': 10000},{'C': 10000},{'C': 10},{'C': 1},{'C': 10000},{'C': 1000},{'C': 0.1},{'C': 100000},{'C': 10000},{'C': 0.01},{'C': 1}
1,{'C': 10000},{'C': 10},{'C': 1},{'C': 100000},{'C': 10},{'C': 10},{'C': 1000},{'C': 100},{'C': 100000},{'C': 100},{'C': 1},{'C': 1},{'C': 1},{'C': 10000},{'C': 1},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 10},{'C': 10000},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 1},{'C': 100000},{'C': 1},{'C': 100000},{'C': 10000},{'C': 10000},{'C': 10},{'C': 1},{'C': 10000},{'C': 1000},{'C': 0.1},{'C': 100000},{'C': 10000},{'C': 0.01},{'C': 1}
9,{'C': 10000},{'C': 10},{'C': 1},{'C': 100000},{'C': 10},{'C': 10},{'C': 1000},{'C': 100},{'C': 100000},{'C': 100},{'C': 1},{'C': 1},{'C': 1},{'C': 10000},{'C': 1},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 10},{'C': 10000},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 1},{'C': 100000},{'C': 1},{'C': 100000},{'C': 10000},{'C': 10000},{'C': 10},{'C': 1},{'C': 10000},{'C': 1000},{'C': 0.1},{'C': 100000},{'C': 10000},{'C': 0.01},{'C': 1}
6,{'C': 10000},{'C': 10},{'C': 1},{'C': 100000},{'C': 10},{'C': 10},{'C': 1000},{'C': 100},{'C': 100000},{'C': 100},{'C': 1},{'C': 1},{'C': 1},{'C': 10000},{'C': 1},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 10},{'C': 10000},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 1},{'C': 100000},{'C': 1},{'C': 100000},{'C': 10000},{'C': 10000},{'C': 10},{'C': 1},{'C': 10000},{'C': 1000},{'C': 0.1},{'C': 100000},{'C': 10000},{'C': 0.01},{'C': 1}
8,{'C': 10000},{'C': 10},{'C': 1},{'C': 100000},{'C': 10},{'C': 10},{'C': 1000},{'C': 100},{'C': 100000},{'C': 100},{'C': 1},{'C': 1},{'C': 1},{'C': 10000},{'C': 1},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 10},{'C': 10000},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 1},{'C': 100000},{'C': 1},{'C': 100000},{'C': 10000},{'C': 10000},{'C': 10},{'C': 1},{'C': 10000},{'C': 1000},{'C': 0.1},{'C': 100000},{'C': 10000},{'C': 0.01},{'C': 1}
5,{'C': 10000},{'C': 10},{'C': 1},{'C': 100000},{'C': 10},{'C': 10},{'C': 1000},{'C': 100},{'C': 100000},{'C': 100},{'C': 1},{'C': 1},{'C': 1},{'C': 10000},{'C': 1},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 10},{'C': 10000},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 1},{'C': 100000},{'C': 1},{'C': 100000},{'C': 10000},{'C': 10000},{'C': 10},{'C': 1},{'C': 10000},{'C': 1000},{'C': 0.1},{'C': 100000},{'C': 10000},{'C': 0.01},{'C': 1}
7,{'C': 10000},{'C': 10},{'C': 1},{'C': 100000},{'C': 10},{'C': 10},{'C': 1000},{'C': 100},{'C': 100000},{'C': 100},{'C': 1},{'C': 1},{'C': 1},{'C': 10000},{'C': 1},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 100000},{'C': 10},{'C': 10000},{'C': 1000},{'C': 100000},{'C': 100000},{'C': 1},{'C': 100000},{'C': 1},{'C': 100000},{'C': 10000},{'C': 10000},{'C': 10},{'C': 1},{'C': 10000},{'C': 1000},{'C': 0.1},{'C': 100000},{'C': 10000},{'C': 0.01},{'C': 1}
