1,0.5128205128205128,0.6282051282051282,0.45714285714285713,0.27450980392156865,0.4555821633209508,0.5975609756097561,0.46153846153846156,0.3181818181818182,0.4590937517766786,0.6621621621621622,0.4528301886792453,0.2413793103448276,0.45212388706207834,"[49, 18, 7]","[21, 24, 8]","[12, 10, 7]"
0,0.5128205128205128,0.6282051282051282,0.45714285714285713,0.27450980392156865,0.4555821633209508,0.5975609756097561,0.46153846153846156,0.3181818181818182,0.4590937517766786,0.6621621621621622,0.4528301886792453,0.2413793103448276,0.45212388706207834,"[49, 18, 7]","[21, 24, 8]","[12, 10, 7]"
3,0.5128205128205128,0.6282051282051282,0.45714285714285713,0.27450980392156865,0.4555821633209508,0.5975609756097561,0.46153846153846156,0.3181818181818182,0.4590937517766786,0.6621621621621622,0.4528301886792453,0.2413793103448276,0.45212388706207834,"[49, 18, 7]","[21, 24, 8]","[12, 10, 7]"
4,0.5128205128205128,0.6282051282051282,0.45714285714285713,0.27450980392156865,0.4555821633209508,0.5975609756097561,0.46153846153846156,0.3181818181818182,0.4590937517766786,0.6621621621621622,0.4528301886792453,0.2413793103448276,0.45212388706207834,"[49, 18, 7]","[21, 24, 8]","[12, 10, 7]"
2,0.5128205128205128,0.6282051282051282,0.45714285714285713,0.27450980392156865,0.4555821633209508,0.5975609756097561,0.46153846153846156,0.3181818181818182,0.4590937517766786,0.6621621621621622,0.4528301886792453,0.2413793103448276,0.45212388706207834,"[49, 18, 7]","[21, 24, 8]","[12, 10, 7]"
5,0.5128205128205128,0.6282051282051282,0.45714285714285713,0.27450980392156865,0.4555821633209508,0.5975609756097561,0.46153846153846156,0.3181818181818182,0.4590937517766786,0.6621621621621622,0.4528301886792453,0.2413793103448276,0.45212388706207834,"[49, 18, 7]","[21, 24, 8]","[12, 10, 7]"
9,0.5128205128205128,0.6282051282051282,0.45714285714285713,0.27450980392156865,0.4555821633209508,0.5975609756097561,0.46153846153846156,0.3181818181818182,0.4590937517766786,0.6621621621621622,0.4528301886792453,0.2413793103448276,0.45212388706207834,"[49, 18, 7]","[21, 24, 8]","[12, 10, 7]"
7,0.5128205128205128,0.6282051282051282,0.45714285714285713,0.27450980392156865,0.4555821633209508,0.5975609756097561,0.46153846153846156,0.3181818181818182,0.4590937517766786,0.6621621621621622,0.4528301886792453,0.2413793103448276,0.45212388706207834,"[49, 18, 7]","[21, 24, 8]","[12, 10, 7]"
8,0.5128205128205128,0.6282051282051282,0.45714285714285713,0.27450980392156865,0.4555821633209508,0.5975609756097561,0.46153846153846156,0.3181818181818182,0.4590937517766786,0.6621621621621622,0.4528301886792453,0.2413793103448276,0.45212388706207834,"[49, 18, 7]","[21, 24, 8]","[12, 10, 7]"
6,0.5128205128205128,0.6282051282051282,0.45714285714285713,0.27450980392156865,0.4555821633209508,0.5975609756097561,0.46153846153846156,0.3181818181818182,0.4590937517766786,0.6621621621621622,0.4528301886792453,0.2413793103448276,0.45212388706207834,"[49, 18, 7]","[21, 24, 8]","[12, 10, 7]"
datasize,156

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
1,{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.1},{'C': 1e-05}
0,{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.1},{'C': 1e-05}
3,{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.1},{'C': 1e-05}
4,{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.1},{'C': 1e-05}
2,{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.1},{'C': 1e-05}
5,{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.1},{'C': 1e-05}
9,{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.1},{'C': 1e-05}
7,{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.1},{'C': 1e-05}
8,{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.1},{'C': 1e-05}
6,{'C': 1e-05},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.001},{'C': 1e-05},{'C': 0.001},{'C': 0.01},{'C': 0.01},{'C': 0.1},{'C': 0.001},{'C': 0.01},{'C': 0.0001},{'C': 0.01},{'C': 0.01},{'C': 0.001},{'C': 1e-05},{'C': 0.0001},{'C': 1e-05},{'C': 0.1},{'C': 1e-05}
