0,0.83206
2.928,6.5441
7.648,8.7681
9.872,12.688
14.048,17.36
18.448,32.528
33.616,35.072
36.736,51.904
52.992,62.112
63.936,65.696
67.232,73.968
75.488,75.776
77.008,77.44
81.616,81.792
84.704,85.312
87.312,87.488
88.832,90.352
91.44,101.15
102.67,106.11
107.82,120.29
121.68,123.74
124.83,128.56
130.3,134.26
135.54,137.97
141.66,146.91
148.03,151.47
156.74,156.88
158.02,165.04
166.18,169.7
171.86,172.69
173.82,173.86
176.08,181.38
182.5,182.82
183.86,185.57
186.7,187.34
190.37,191.42
197.46,201.55
202.72,212.82
213.9,215.71
216.83,219.23
220.34,221.55
222.7,226.75
227.87,230.3
231.42,234.45
235.55,237.14
238.26,241.71
242.83,246
247.5,247.97
249.07,252.7
253.79,254.96
256.08,265.14
266.26,267.55
268.67,272
273.14,273.26
275.28,275.6
277.25,280.53
287.14,299.12
300.26,307.39
309.18,309.82
314.75,330.24
331.33,339.04
340.14,342.18
343.94,352.32
354.18,356.54
357.65,362.88
364,364.69
365.81,367.25
368.38,369.58
374.3,382.69
383.81,384.03
385.12,394.86
403.47,405.5
406.59,408.67
410.74,414.19
420.54,420.83
425.28,426.34
431.39,434.77
436.16,440.16
441.25,442.64
453.1,453.26
458.58,461.02
462.26,466.35
467.49,469.2
472.61,475.62
476.7,477.41
479.6,480.85
481.95,482.19
483.6,492.48
494.29,495.39
496.51,499.2
502.93,503.49
505.63,506.56
507.66,519.39
520.56,525.22
529.86,534.42
535.57,549.17
551.38,552.83
553.94,557.66
558.77,560.05
561.15,561.18
562.29,567.22
570.05,571.02
572.53,574.32
575.87,575.94
577.66,578.05
579.15,579.42
580.75,582.58
584.88,586.59
588.59,588.98
590.08,590.58
