datasize,60

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
0,0.5541666666666667,0.7416934619506967,0.29607250755287007,0.045454545454545456,0.36734358487974694,0.8238095238095238,0.2512820512820513,0.0380952380952381,0.3710622710622711,0.6744639376218323,0.3602941176470588,0.056338028169014086,0.3636986944793017,"[346, 91, 76]","[62, 49, 25]","[12, 55, 4]"
1,0.5388888888888889,0.7260726072607261,0.27565982404692085,0.11578947368421054,0.3762775779279528,0.7857142857142857,0.24102564102564103,0.10476190476190476,0.37716727716727716,0.6748466257668712,0.3219178082191781,0.12941176470588237,0.37539206623064386,"[330, 100, 59]","[64, 47, 35]","[26, 48, 11]"
2,0.5347222222222222,0.7250821467688937,0.27299703264094954,0.08421052631578947,0.36493192480777126,0.7880952380952381,0.2358974358974359,0.0761904761904762,0.3667277167277167,0.6713995943204868,0.323943661971831,0.09411764705882353,0.36315363445038046,"[331, 102, 60]","[59, 46, 37]","[30, 47, 8]"
3,0.5652777777777778,0.7502750275027503,0.31304347826086953,0.12903225806451613,0.40143347841705024,0.8119047619047619,0.27692307692307694,0.11428571428571428,0.4010378510378511,0.6973415132924335,0.36,0.14814814814814814,0.4018298871468606,"[341, 96, 52]","[55, 54, 41]","[24, 45, 12]"
4,0.5222222222222223,0.7120535714285714,0.27710843373493976,0.10377358490566037,0.368148040925223,0.7595238095238095,0.2358974358974359,0.10476190476190476,0.36672771672771676,0.6701680672268907,0.3357664233576642,0.102803738317757,0.3695794096341039,"[319, 90, 67]","[64, 46, 27]","[37, 59, 11]"
5,0.5208333333333334,0.7256027554535016,0.2764227642276423,0.08,0.36133686337497145,0.7523809523809524,0.26153846153846155,0.0761904761904762,0.36336996336996336,0.7006651884700665,0.29310344827586204,0.08421052631578947,0.3593263876872394,"[316, 86, 49]","[75, 51, 48]","[29, 58, 8]"
6,0.5416666666666666,0.7426067907995618,0.2360248447204969,0.12682926829268293,0.3737712588673936,0.8071428571428572,0.19487179487179487,0.12380952380952381,0.3752747252747253,0.6876267748478702,0.2992125984251969,0.13,0.3722797910910223,"[339, 95, 59]","[56, 38, 33]","[25, 62, 13]"
7,0.5097222222222222,0.7266591676040496,0.23888888888888887,0.010471204188481676,0.3265458308846296,0.7690476190476191,0.2205128205128205,0.009523809523809525,0.333028083028083,0.6886993603411514,0.2606060606060606,0.011627906976744186,0.3203111093079854,"[323, 86, 60]","[78, 43, 44]","[19, 66, 1]"
8,0.4736111111111111,0.6809015421115064,0.25445292620865134,0.0392156862745098,0.32487232616582323,0.6833333333333333,0.2564102564102564,0.0380952380952381,0.32594627594627595,0.6784869976359338,0.25252525252525254,0.04040404040404041,0.32380543018840896,"[287, 80, 56]","[103, 50, 45]","[30, 65, 4]"
9,0.5277777777777778,0.7242152466367713,0.2857142857142857,0.0707070707070707,0.3623750795631991,0.7690476190476191,0.2564102564102564,0.06666666666666667,0.364041514041514,0.684322033898305,0.3225806451612903,0.07526881720430108,0.3607238320879655,"[323, 92, 57]","[64, 50, 41]","[33, 53, 7]"
