datasize,56

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
0,0.4074675324675325,0.5777202072538861,0.13392857142857142,0.11016949152542371,0.29443247108496706,0.6925465838509317,0.08928571428571429,0.10317460317460317,0.29500230043708303,0.4955555555555556,0.26785714285714285,0.11818181818181818,0.2938648388648389,"[223, 119, 108]","[36, 15, 5]","[63, 34, 13]"
1,0.43344155844155846,0.5767575322812052,0.24666666666666665,0.24680851063829787,0.3594917911799394,0.6242236024844721,0.22023809523809523,0.23015873015873015,0.3582068092937658,0.536,0.2803030303030303,0.26605504587155965,0.36078602539153,"[201, 100, 74]","[72, 37, 23]","[49, 31, 29]"
2,0.3912337662337662,0.563564875491481,0.1411764705882353,0.07476635514018691,0.27032342636373735,0.6677018633540373,0.10714285714285714,0.06349206349206349,0.27944559466298596,0.4875283446712018,0.20689655172413793,0.09090909090909091,0.2617779957681436,"[215, 122, 104]","[55, 18, 14]","[52, 28, 8]"
3,0.43344155844155846,0.6013422818791947,0.14728682170542637,0.20960698689956334,0.32876071892963193,0.6956521739130435,0.1130952380952381,0.19047619047619047,0.3330745341614907,0.5295508274231678,0.2111111111111111,0.23300970873786409,0.324557215757381,"[224, 114, 85]","[54, 19, 17]","[44, 35, 24]"
4,0.4107142857142857,0.5674157303370786,0.22742474916387959,0.15384615384615385,0.3201723186365976,0.6273291925465838,0.20238095238095238,0.1349206349206349,0.3215435932827237,0.517948717948718,0.2595419847328244,0.17894736842105263,0.3188126903675317,"[202, 109, 79]","[67, 34, 30]","[53, 25, 17]"
5,0.46915584415584416,0.6169934640522876,0.18045112781954886,0.2885572139303482,0.378121807727421,0.7329192546583851,0.14285714285714285,0.23015873015873015,0.36864504255808606,0.5327313769751693,0.24489795918367346,0.38666666666666666,0.38809866760850315,"[236, 120, 87]","[64, 24, 10]","[22, 24, 29]"
6,0.461038961038961,0.6143790849673203,0.1481481481481481,0.27678571428571425,0.3616303568042059,0.7298136645962733,0.10714285714285714,0.24603174603174602,0.3609960892569588,0.5304740406320542,0.24,0.3163265306122449,0.3622668570814331,"[235, 126, 82]","[44, 18, 13]","[43, 24, 31]"
7,0.42207792207792205,0.5809128630705394,0.14388489208633096,0.25974025974025977,0.33339606117739545,0.6521739130434783,0.11904761904761904,0.23809523809523808,0.3364389233954452,0.5236907730673317,0.18181818181818182,0.2857142857142857,0.33040774686659974,"[210, 115, 76]","[70, 20, 20]","[42, 33, 30]"
8,0.4301948051948052,0.579088471849866,0.19852941176470587,0.205607476635514,0.33751529639036104,0.6708074534161491,0.16071428571428573,0.1746031746031746,0.33537497124453647,0.5094339622641509,0.25961538461538464,0.25,0.3396831156265119,"[216, 120, 88]","[61, 27, 16]","[45, 21, 22]"
9,0.4253246753246753,0.5885486018641811,0.15277777777777776,0.19689119170984457,0.32500801273022417,0.6863354037267081,0.13095238095238096,0.15079365079365079,0.3226938118242466,0.5151515151515151,0.18333333333333332,0.2835820895522388,0.3273556460123624,"[221, 124, 84]","[75, 22, 23]","[26, 22, 19]"
