datasize,60

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
0,0.5402777777777777,0.6839826839826839,0.3018867924528301,0.23448275862068965,0.4195248929905437,0.6583333333333333,0.28717948717948716,0.37777777777777777,0.4410968660968661,0.7117117117117117,0.3181818181818182,0.17,0.39996450996450994,"[316, 119, 9]","[101, 56, 19]","[63, 20, 17]"
1,0.5486111111111112,0.707395498392283,0.2535211267605634,0.2631578947368421,0.4247634011915572,0.6875,0.23076923076923078,0.4444444444444444,0.45423789173789175,0.7284768211920529,0.28125,0.18691588785046728,0.3988809030141734,"[330, 115, 8]","[98, 45, 17]","[52, 35, 20]"
2,0.5430555555555555,0.7001023541453428,0.2360248447204969,0.15602836879432624,0.3754394140601637,0.7125,0.19487179487179487,0.24444444444444444,0.3839387464387464,0.6881287726358148,0.2992125984251969,0.11458333333333333,0.367308234798115,"[342, 136, 19]","[74, 38, 15]","[64, 21, 11]"
3,0.5388888888888889,0.6936170212765957,0.26912928759894467,0.18181818181818182,0.3857452201532283,0.6791666666666667,0.26153846153846155,0.24444444444444444,0.39504985754985755,0.7086956521739131,0.27717391304347827,0.14473684210526316,0.37686880244088483,"[326, 115, 19]","[118, 51, 15]","[36, 29, 11]"
4,0.5541666666666667,0.7142857142857142,0.2693409742120344,0.17266187050359708,0.39459211267712924,0.7083333333333334,0.24102564102564103,0.26666666666666666,0.4053418803418804,0.7203389830508474,0.3051948051948052,0.1276595744680851,0.3843977875712459,"[340, 116, 16]","[90, 47, 17]","[50, 32, 12]"
5,0.5263888888888889,0.6659412404787812,0.31578947368421056,0.16393442622950818,0.3862626770149182,0.6375,0.3230769230769231,0.2222222222222222,0.3942663817663818,0.6970387243735763,0.3088235294117647,0.12987012987012986,0.3785774612184903,"[306, 114, 19]","[125, 63, 16]","[49, 18, 10]"
6,0.5638888888888889,0.7008547008547009,0.34332425068119893,0.21897810218978103,0.430859404247814,0.6833333333333333,0.3230769230769231,0.3333333333333333,0.44658119658119655,0.7192982456140351,0.36627906976744184,0.16304347826086957,0.4162069312141155,"[328, 114, 14]","[93, 63, 16]","[59, 18, 15]"
7,0.5152777777777777,0.6695371367061356,0.24607329842931938,0.20155038759689922,0.37897220722617875,0.6479166666666667,0.24102564102564103,0.28888888888888886,0.39261039886039883,0.6926503340757239,0.25133689839572193,0.15476190476190477,0.36624971241111687,"[311, 122, 16]","[124, 47, 16]","[45, 26, 13]"
8,0.5277777777777778,0.6796116504854368,0.2819148936170212,0.17518248175182483,0.38679050829046513,0.65625,0.2717948717948718,0.26666666666666666,0.39823717948717946,0.7046979865771812,0.292817679558011,0.13043478260869565,0.3759834829146293,"[315, 115, 17]","[112, 53, 16]","[53, 27, 12]"
9,0.5694444444444444,0.717098445595855,0.2973760932944607,0.196969696969697,0.4128397423157818,0.7208333333333333,0.26153846153846155,0.28888888888888886,0.4237535612535613,0.7134020618556701,0.34459459459459457,0.14942528735632185,0.4024739812688622,"[346, 121, 18]","[83, 51, 14]","[51, 23, 13]"
