0,0.41602
3.616,4.048
7.536,7.872
11.088,12.208
16.8,18.656
24.992,27.52
30.88,32.8
35.584,38.144
39.888,40.352
43.376,46.416
48.112,48.192
50.528,50.64
54.192,60.192
63.04,74.784
76.176,87.76
89.328,89.568
90.752,92.416
95.248,96.016
98.544,103.39
105.7,106.13
107.94,108.62
109.87,120.53
121.62,121.89
123.26,125.1
126.22,129.97
131.41,131.81
133.01,135.92
138.86,148.58
149.81,153.94
155.63,156.69
158.27,158.5
160.19,165.71
168.5,169.17
170.58,171.25
172.48,180.29
181.95,188.16
197.2,199.09
201.89,202.03
203.46,204.34
205.57,208.93
211.71,212.35
214.62,219.66
221.06,221.42
222.64,224.48
226.1,231.02
232.83,236.48
237.73,238.85
240.51,250.37
252.51,255.44
256.99,261.7
262.9,269.12
272,276.62
281.28,284.62
286.03,291.66
293.2,294.5
296.1,296.38
297.66,302.61
303.84,306.22
307.5,307.68
308.9,313.95
315.14,315.97
319.9,321.17
324.96,331.7
334.34,338.16
341.14,344.29
345.86,348.11
349.9,351.23
353.54,357.44
358.78,361.68
365.36,365.49
368.83,369.2
371.65,375.15
376.5,376.99
380,382.24
384.5,387.23
389.28,393.3
395.04,396.98
399.54,405.14
406.82,407.01
409.46,413.89
415.22,415.25
422.61,424
425.66,425.98
427.28,428.27
430.74,436.51
437.87,440.3
441.63,442.08
443.38,446.7
448.22,448.93
452.1,460.54
461.97,467.02
469.17,471.18
472.72,473.52
475.18,477.14
478.67,480.45
481.74,487.97
491.97,494.14
498.05,498.94
501.07,506.64
507.76,513.97
515.52,518.64
522.19,527.1
528.24,528.74
531.54,536
537.28,538.02
539.07,540.83
541.97,548.66
549.71,550.56
551.66,555.25
556.54,558.93
561.52,564.54
565.82,565.86
567.39,573.34
574.91,575.04
576.16,576.46
578.21,582.03
583.73,587.81
588.99,590.1
591.95,597.66
601.23,601.47
604.42,615.06
616.74,617.14
619.94,620.54
621.82,623.36
626.48,630.11
638.88,639.79
641.79,645.3
650.16,652.58
657.18,662.66
665.01,665.78
668.83,671.38
676.46,681.79
685.14,686.29
689.14,692.02
693.28,693.36
694.96,695.55
697.73,698.21
699.41,703.55
704.69,708.13
713.52,713.55
721.5,721.57
723.1,726.56
728.85,732.54
733.98,734.83
738.9,747.79
750.74,759.68
762.43,765.86
769.63,771.58
773.15,773.39
774.58,778.48
781.18,787.33
792.45,802
803.26,806.18
809.6,810.99
813.18,818.22
819.31,823.38
824.53,828.78
830.45,830.99
833.25,833.87
835.52,836.24
837.34,846.16
847.76,848.19
851.79,853.44
855.62,855.65
857.18,858.62
859.95,874.51
875.57,876.42
877.55,883.09
884.45,888.83
891.31,897.92
900.21,908.69
910,913.09
914.93,930.8
933.14,940.99
944.16,946.24
947.3,952.5
954.03,954.69
956.22,961.94
963.66,964.4
965.66,967.84
970.34,977.84
979.41,995.84
997.66,997.68
998.86,1010.4
1013.4,1016.9
1019.5,1030.6
1035.7,1038.5
1039.7,1041.7
1044.1,1044.2
1047.9,1052.8
1054.1,1054.5
1056,1056.8
1063.8,1064.8
1070.3,1073.3
1074.7,1075.7
1077,1079
1080.1,1080.6
1082.3,1084.6
1087.4,1090.5
1093.9,1095.3
1098.3,1100.2
1101.3,1104.9
1106.1,1106.3
1108.1,1108.2
1111.2,1115.2
1116.3,1117.1
1118.4,1119.3
1120.7,1124.5
1125.9,1129.6
1130.7,1139
1140.3,1144.2
1145.5,1151.1
1152.5,1155.6
1158.3,1160.8
1163.3,1163.7
1165.1,1177.3
1180.4,1184.3
1186.1,1186.9
1188.5,1190.7
1191.9,1192.4
1194,1197.1
1199.4,1199.9
1204.6,1207.1
1208.4,1210
1211.4,1218.7
1222.2,1223.9
1227.1,1227.1
1228.4,1231.8
1234.1,1234.5
1235.8,1246.1
1247.3,1249.9
1251.4,1251.7
1252.9,1253.6
1255.2,1256.5
1257.9,1262
1263.9,1269
1270.5,1273.3
1275.2,1275.4
1276.9,1284.1
1285.3,1286.9
1288.2,1289.4
1292.8,1298.5
1299.7,1301.6
1302.7,1304.5
1305.9,1309.9
1314.3,1323.6
1325.4,1329.5
1330.6,1332.4
1335.3,1337
1338.1,1344.4
1347,1353.3
1354.5,1356
1360.7,1364.7
1365.9,1370.6
1373.1,1374.1
1375.4,1377.7
1381.7,1384.6
1386.4,1387.4
1388.7,1392.5
1393.8,1396.2
1398.2,1402.1
1403.3,1404.3
1405.7,1406.7
1408.3,1409.3
1411.8,1419.3
1420.7,1422.8
1427.2,1429.2
1430.5,1431.1
1432.3,1433.8
1435.4,1440.5
1442.2,1450.8
1452,1453.9
1457.6,1462.5
1465,1470
1471.2,1472.2
1474,1477.7
1478.9,1481.8
1483.4,1484
1486.6,1486.8
1488,1490.3
1493.3,1498.6
1500.2,1502.7
1504.9,1505.9
1507.3,1508.4
1510.3,1510.4
1513.1,1514.1
1515.8,1516.7
1518.2,1519.1
1524.4,1527.8
1531.9,1535.1
1539.7,1543.3
1544.4,1544.5
1546,1547.7
1549.6,1551.2
1553.8,1555.7
1557.8,1560.7
1561.8,1565.2
1566.4,1569
1572.8,1578.3
1580.2,1580.8
1582.3,1598.9
1600.1,1607.3
1612.8,1613.7
1616.4,1618.1
1619.6,1619.6
1624,1624
1625.4,1625.6
1627.9,1629.3
1631.4,1631.7
1633.9,1638.3
1640.5,1640.8
1642.6,1644
1645.3,1649.6
1651.1,1653.3
1654.6,1664.8
1666,1671.6
1676,1678.2
1681.7,1682.7
1687.2,1690.6
1692.1,1692.7
1695.5,1697.3
1698.5,1703.3
1705.3,1705.7
1709.2,1713.1
1716.5,1721.2
1722.7,1723.9
1727.8,1728.6
1731.2,1731.6
1734,1736.3
1737.6,1738.6
1743.1,1744.9
1748.4,1751.6
1755.9,1758.2
1759.6,1763
1764.6,1769.8
1772.2,1772.8
1774.1,1779.4
1781,1786.8
1790.7,1796.5
1799.6,1800.8
1802.2,1803.9
1807.7,1811.3
1815.1,1815.1
1824.7,1826.8
1828.2,1831.2
1832.5,1833.2
1834.4,1839.8
1841,1845.9
1847.1,1847.5
1848.7,1850.3
1853.2,1853.8
1855.2,1857.1
1860.2,1860.9
1862.8,1863.6
1864.9,1871.3
1875.6,1881
1884.4,1884.6
1886.6,1889.8
1891,1892.4
1893.9,1895.2
1896.9,1899.9
1904.6,1909.7
1911.2,1912.1
1915.2,1916.5
1917.8,1919.6
1921.9,1934.3
1937.1,1937.4
1943.3,1947.8
1949.1,1949.8
1951.9,1954.8
1956.6,1975.6
1976.8,1978.3
1979.6,1979.9
1984,1985.3
1988.2,1988.4
1989.7,1992.6
1994.1,1995
1996.3,1998.2
2000.8,2000.8
2003.4,2004.7
2005.9,2006.3
2010.4,2012.9
2014.8,2015
2016.7,2017.1
2018.4,2019.9
2021.2,2023.6
2025.3,2030.5
