0,12.599,,0,4.185
14.12,16.393,,4.45,4.907
17.514,23.021,,9.245,10.58
,,,12.05,13.137
,,,14.057,14.18
,,,16.563,20.525
,,,21.442,21.865
,,,22.335,23.813
,,,24.898,25.055
,,,26.122,26.688
,,,27.925,28.657
,,,28.925,29.575
,,,31.032,32.303
,,,32.47,34.365
