1.872,3.374,社会勉強としての単位
4.448,4.833,あーでもまぁ
5.241,6.16,それを、さっき
7.2,9.036,調べたら私は出てきましたね、なんか
9.786,11.873,ボランティアは自発的にやるものの範囲で
12.836,15.136,行くのはどうだっていうの書いてありましたね
16.522,16.696,うーん
17.828,17.981,ただ
18.784,21.113,ボランティア自体は社会勉強になるし
22.085,23.527,なんか海外とかから人来るから
24.049,26.93,そういうの一人案内するのはいいと思うけどまぁ
27.351,28.514,単位絡めてくるのは
30.273,30.71,確かに
31.38,32.64,ちょっと、えっ、とはなりますよね
