9000,8868,0.985333333
[-173.93438912],[35.39294376],[4.14454237]
[-175.78027299],[33.79205295],[4.16656891]
[-174.349468],[36.47222463],[4.63356887]
[-173.51833643],[37.46743044],[5.30382266]
[-174.40691262],[38.83884603],[4.99744597]
[-172.21724649],[39.23022316],[5.81467081]
[-173.73976707],[38.49531969],[5.56989088]
[-172.79344244],[40.79084743],[6.39458273]
[-171.77868206],[41.4886441],[6.2865559]
[-171.83830847],[40.04453779],[5.88226266]
[-173.20414691],[38.22625968],[5.16600149]
[-173.61060069],[37.48408525],[4.13694115]
[-173.92688003],[38.35047077],[3.77146861]
[-174.09087148],[37.6451321],[3.71994209]
[-174.10223426],[35.91948779],[3.38895319]
[-174.10981162],[38.81401439],[3.9550664]
[-174.9649061],[37.14674376],[4.07971703]
[-176.29827434],[35.73770226],[3.74638754]
[-175.39701853],[38.10054584],[3.82130253]
[-175.80300822],[36.49829544],[3.68046018]
[-174.94051038],[38.99775245],[3.44137014]
[-174.64307894],[37.27453548],[4.00946836]
[-173.80253923],[38.20684822],[3.76641657]
[-173.05974051],[38.05246385],[4.15875959]
[-171.79927517],[38.78484032],[5.09934071]
[-173.7277894],[37.17890096],[4.2278851]
[-171.76255088],[35.86418454],[5.04008643]
[-172.55974294],[34.98452151],[5.29202584]
[-173.6987984],[34.34167706],[5.01549146]
[-172.48255806],[35.70839619],[5.64336432]
[-172.37165706],[34.94908181],[6.10855792]
[-172.77095665],[35.92896531],[5.08226393]
[-172.4859475],[36.90804165],[5.34976725]
[-173.316158],[35.8843282],[5.3600608]
[-172.98957414],[37.48727418],[5.54975687]
[-173.83322854],[33.56960353],[5.21535641]
[-174.14567809],[35.09339535],[5.70434928]
[-172.40280562],[36.39968003],[5.94460667]
[-173.05791286],[33.86509408],[5.65315404]
[-172.16957755],[37.74076092],[5.91575617]
[-173.99499758],[32.48934361],[5.58765677]
[-175.44712068],[25.48025267],[4.91885012]
[-174.60075268],[30.3243889],[4.47894641]
[-174.60385946],[-10.03389339],[2.76932694]
[-174.94695434],[-16.05029213],[2.40488587]
[-173.05346168],[-16.76163613],[1.50959871]
[-170.6817722],[-16.91830163],[0.80592574]
[-167.98137438],[-21.4660885],[-1.4294753]
[-170.65780708],[-21.99293714],[-1.62840668]
[-170.90833191],[-25.33625926],[-1.81443326]
[-170.19773007],[-25.94253954],[-2.38838873]
[-172.00915562],[-26.27259919],[-1.53847497]
[-170.24036324],[-25.27397617],[-2.22461627]
[-170.46717418],[-25.11137464],[-2.35999117]
[-170.42828041],[-26.98766158],[-2.37765772]
[-171.60758458],[-27.89390268],[-2.2232871]
[-169.28683929],[-29.69048406],[-2.90713626]
[-171.16756704],[-26.74795641],[-2.50961269]
[-171.65914369],[-27.01925855],[-1.85162671]
[-169.99578606],[-28.60995296],[-2.09944541]
[-169.99731236],[-27.2707147],[-2.24325235]
[-170.58310872],[-27.61292326],[-1.78261211]
[-171.13454941],[-26.1820305],[-1.58756362]
[-171.07681981],[-25.9314549],[-1.31451612]
[-170.05668584],[-27.17485468],[-1.1651363]
[-171.12446374],[-28.42056612],[-1.62028782]
[-170.31366608],[-28.73835613],[-1.28719099]
[-169.17174964],[-25.22701861],[-2.33293124]
[-170.00319811],[-26.06201202],[-2.32806952]
[-170.9917278],[-28.55012847],[-1.76697819]
[-170.68956658],[-29.22055849],[-1.36336613]
[-171.97839914],[-26.10319008],[-1.3856069]
[-172.3437316],[-25.37633493],[-1.12746231]
[-173.73848585],[-26.09977526],[-1.26712203]
[-171.73905153],[-29.41046012],[-1.21917229]
[-170.92908537],[-30.33205961],[-1.58752825]
[-172.26167268],[-28.63587561],[-0.3177523]
[-172.11221249],[-29.69301952],[-0.9002908]
[-172.15644991],[-30.64420882],[-0.90335117]
[-172.91888831],[-29.30330086],[-1.02716561]
[-171.89802545],[-31.46825043],[-0.38340511]
[-172.25038567],[-30.35362335],[-0.36663037]
[-171.92918704],[-30.18633865],[0.04600232]
[-170.67112578],[-31.80998857],[-1.39966647]
[-171.81592942],[-30.93852414],[-0.56542978]
[-171.55507964],[-27.60233266],[-1.60167649]
[-171.68304003],[-29.22998062],[-1.17583737]
[-171.80049194],[-28.49932725],[-1.72224083]
[-171.88142944],[-26.93691329],[-1.69442769]
[-171.16416376],[-30.662608],[-1.52580345]
[-172.27943667],[-30.72673938],[-1.40279326]
[-172.18097038],[-26.97121751],[-1.49306299]
[-172.46946008],[-25.7719237],[-1.6748394]
[-172.47062453],[-26.66013853],[-1.33757161]
[-171.98688089],[-27.71492844],[-1.82255346]
[-171.6758796],[-30.62154072],[-2.41445892]
[-172.67291578],[-26.7820154],[-1.15353474]
[-172.29639468],[-29.41192675],[-2.52543411]
[-173.81928397],[-29.14916683],[-1.73729316]
[-172.00495543],[-28.47211408],[-2.62349293]
[-174.03407305],[-29.0329821],[-1.81968361]
[-174.07191168],[-32.03702217],[-2.16831264]
[-175.1051274],[-29.70573688],[-1.58767119]
[-175.50146296],[-30.04500579],[-1.66819853]
[-176.35617686],[-31.72322063],[-0.83337709]
[-176.38240932],[-30.57672483],[-1.32255155]
[-176.57213831],[-29.90899319],[-0.87019355]
[-176.8041864],[-28.90762242],[-0.20738737]
[-176.14357763],[-29.67175828],[-0.31692444]
[-176.49921503],[-28.73631599],[0.38090688]
[-176.28520026],[-28.17609153],[-0.23936731]
[-176.438095],[-30.13799011],[0.78925182]
[-176.22350735],[-27.50187576],[1.0335901]
[-176.45261618],[-28.3380072],[1.25726054]
[-177.10890646],[-29.1424823],[1.09292489]
[-177.05420086],[-29.40124648],[1.77083472]
[-177.52090812],[-30.4793911],[1.60152805]
[-177.61361141],[-29.49289322],[2.03766676]
[-178.0963141],[-30.8949876],[2.42242772]
[-177.51705144],[-27.75599012],[3.39810302]
[-178.11121602],[-29.52711425],[4.06794884]
[-178.03410108],[-28.74883151],[4.08471786]
[-177.12230463],[-28.89416296],[4.05716719]
[-178.14573891],[-27.82213192],[4.55006025]
[-178.87842741],[-27.41387305],[5.06219403]
[-177.72301389],[-29.78408286],[4.72083605]
[-177.6090644],[-29.92538319],[3.98621992]
[-178.49644027],[-27.12743791],[4.95351565]
[-178.08751129],[-26.94103975],[5.05892194]
[-178.60056114],[-27.50204473],[4.50772376]
[-179.16568139],[-26.9479575],[4.27422443]
[179.97119658],[-28.40104832],[4.17763603]
[-178.5675395],[-28.06289372],[3.66685688]
[-178.35282232],[-27.10073341],[3.36398571]
[-178.29757363],[-25.63007517],[3.61345857]
[-178.6374762],[-26.74241968],[2.41567105]
[-178.23984245],[-25.33108594],[2.58938493]
[-177.749223],[-25.24069346],[2.23252039]
[-178.58259841],[-25.1899871],[2.05138303]
[-178.11748885],[-23.76160555],[2.23844675]
[-178.47237051],[-25.12938156],[1.28020328]
[-179.20649484],[-23.1433807],[1.0697815]
[-178.52929181],[-22.61522953],[0.01842928]
[-179.62413794],[-22.97775278],[-0.56357782]
[-178.32844422],[-23.26385341],[-0.50419571]
[-179.6733835],[-21.50296958],[-0.07165192]
[-179.27620507],[-23.69673597],[-0.78996436]
[-178.03132642],[-24.24123211],[-0.48879098]
[-179.12688465],[-23.93637233],[0.21642482]
[-178.88023924],[-23.86253182],[0.01661304]
[-179.94948107],[-22.34796334],[-0.25766438]
[-178.76185438],[-24.22370696],[0.53996044]
[-179.34582295],[-22.97279791],[0.46487831]
[-179.82452751],[-24.00749905],[1.01410595]
[-179.25989906],[-23.77111763],[1.14657909]
[-178.5989945],[-21.36275875],[1.53349457]
[-179.90496808],[-27.03218965],[1.42940821]
[-179.74113002],[-25.89366647],[2.5597309]
[-178.85440078],[-26.23451408],[2.00571883]
[179.27458706],[-24.54961065],[2.4252909]
[-179.77331045],[-26.1515416],[2.62959334]
[179.99926672],[-24.28686571],[3.64373259]
[-179.23415531],[-25.84649041],[3.71601402]
[-179.647931],[-28.16647878],[3.90848379]
[-179.27491068],[-27.39878586],[4.16016134]
[179.56728817],[-27.26074993],[4.319463]
[-179.58300748],[-28.45807361],[4.43397024]
[179.4001317],[-26.8051891],[4.650002]
[178.75860386],[-27.66053062],[5.45875809]
[179.93675616],[-27.64290428],[4.7531617]
[179.56728817],[-27.26074993],[4.319463]
[179.8074882],[-28.07478045],[4.36339044]
[-179.17147362],[-27.92071565],[4.11949522]
[-179.66033914],[-27.7143063],[4.40189422]
[-179.88967],[-27.27621587],[3.9575645]
[179.92945804],[-25.94247273],[4.31392403]
[-178.97962022],[-24.82407947],[3.39478011]
[-177.13853305],[-27.94924689],[2.74941791]
[-179.23990252],[-25.26496519],[3.26616912]
[-178.67786873],[-24.35773912],[3.00852938]
[-179.33827796],[-24.91720083],[2.80711922]
[-179.64686039],[-26.09752875],[2.40083397]
[-178.6520856],[-29.42960713],[2.51914432]
[-179.9939724],[-26.11997743],[1.80446582]
[-179.50840205],[-25.9461027],[1.93275715]
[-179.35282455],[-24.47949124],[1.96828924]
[179.88104253],[-25.83441528],[1.73679478]
[-179.42620424],[-26.03713542],[1.55104099]
[-178.67095011],[-25.84750892],[1.03452509]
[-178.56444523],[-25.29309799],[1.61669001]
[-178.05228],[-25.63308415],[1.17854484]
[-179.28979988],[-24.8165633],[2.16192166]
[-178.02864775],[-26.42577404],[2.06130354]
[-179.57693022],[-26.43582712],[2.42486061]
[-179.69850541],[-25.91670279],[2.08332599]
[-177.99183007],[-24.55708286],[2.08868641]
[-178.94636861],[-26.26631975],[2.18406999]
[-177.80318806],[-26.01109014],[1.87584233]
[-178.72238971],[-27.27214387],[2.14381217]
[-177.99196562],[-27.68869178],[1.72700489]
[-178.61400858],[-28.10987365],[2.16056527]
[-177.99196562],[-27.68869178],[1.72700489]
[-178.90470553],[-26.43697609],[1.73551909]
[-178.55800737],[-28.61883293],[1.71248066]
[-178.31945695],[-28.30468142],[1.26974674]
[-179.12562806],[-26.25764046],[2.08084477]
[-178.54988502],[-28.83598712],[1.34749024]
[-178.28711963],[-26.88376822],[1.26880228]
[-178.31313804],[-28.00752856],[1.26780374]
[-179.6480411],[-30.12625591],[1.33479051]
[-178.1283129],[-28.63349448],[1.23552672]
[-178.76585668],[-28.9509877],[1.04669787]
[-179.90323116],[-27.75812592],[1.5897537]
[-178.59078615],[-26.82074255],[1.21047231]
[-178.21097278],[-28.24646595],[1.19405315]
[-179.12128182],[-25.83441114],[0.59754717]
[-179.12128182],[-25.83441114],[0.59754717]
[-179.64874709],[-27.35338705],[0.86570212]
[-177.98061869],[-26.81923775],[-0.02172504]
[-177.99047287],[-27.26921295],[-0.45060091]
[-178.33984877],[-26.35928823],[0.05325287]
[-177.98934563],[-27.30743331],[-0.4517779]
[-179.06017776],[-26.56677614],[-0.68898297]
[-179.39155848],[-27.63033256],[-0.79946811]
[-178.91901813],[-26.59301166],[-1.20102142]
[-178.70215814],[-28.15100965],[-1.01876501]
[-179.28252229],[-26.98949731],[-1.07393782]
[179.55061486],[-27.97202058],[-0.71869391]
[179.78285502],[-26.84166558],[-0.60055045]
[-178.80784892],[-27.82208914],[-1.07483636]
[-179.23564098],[-26.05633604],[-1.0133063]
[-178.07993603],[-26.88907791],[-0.78880028]
[-178.95466248],[-24.29833465],[-1.36949632]
[-177.72452574],[-28.61380711],[-1.41318712]
[-178.55894327],[-27.77928288],[-1.52181112]
[-179.06769411],[-26.07404943],[-0.7679009]
[-178.4719403],[-28.01391962],[-0.59920773]
[-179.44239208],[-27.02736185],[-0.28117301]
[-178.81065285],[-25.33120313],[-0.56019757]
[-178.79015676],[-27.83849103],[-0.69502264]
[-178.56133824],[-27.56022008],[-0.6210882]
[-178.08951105],[-27.4210785],[-0.49711889]
[-178.14003866],[-29.1154446],[-0.05165186]
[-179.48459025],[-25.75003755],[-0.23007439]
[-178.42332962],[-27.95555179],[-0.09217532]
[-178.79529711],[-27.79691703],[-0.14500417]
[-178.45392195],[-28.34818558],[-0.40769599]
[-179.17566649],[-26.56814502],[0.0756314]
[-178.05518975],[-26.63941696],[-0.39851541]
[-179.0632272],[-26.45309733],[-0.68518856]
[-178.50182667],[-25.99417471],[-0.4791754]
[-179.67808239],[-28.16673093],[-0.00455687]
[-178.5260681],[-28.34116154],[-0.37644357]
[-178.21446634],[-28.15756803],[-0.86368072]
[179.84793219],[-28.63559939],[-0.07915556]
[-177.99466057],[-26.44968696],[-0.70798259]
[-178.78159152],[-27.06445801],[-0.62559092]
[-178.03748916],[-26.77524579],[-0.81100627]
[-179.97617058],[-28.06582522],[-0.64746139]
[179.06622528],[-27.20491521],[-0.30152594]
[-179.77063461],[-25.68352365],[0.06658492]
[179.07011062],[-25.07793099],[0.19489367]
[-179.58407106],[-28.20719031],[-0.06040272]
[179.94165406],[-28.63774894],[-0.13474543]
[-178.7868313],[-28.68518743],[-0.72856457]
[-179.81619208],[-27.33403732],[-0.56595045]
[-179.81619208],[-27.33403732],[-0.56595045]
[-179.34840084],[-27.16983591],[-0.43987754]
[-179.72419259],[-27.68515703],[-0.03436288]
[-179.62751074],[-26.57676431],[0.08603372]
[179.65764289],[-25.27164199],[0.67664988]
[-179.53732095],[-28.0930352],[0.31058026]
[-179.48201863],[-26.53271555],[0.08632691]
[-178.89000191],[-27.99750899],[0.17588403]
[-178.48242172],[-26.67933989],[0.37210361]
[-178.84476337],[-28.83101697],[0.25401562]
[-177.96125424],[-30.95615491],[-0.4368463]
[-177.77619465],[-33.43560499],[-0.96729508]
[-178.78471828],[-29.89270885],[-0.33094759]
[-179.14155995],[-33.36701086],[-0.74713231]
[-177.530687],[-33.2921756],[-1.60068244]
[-179.21094359],[-33.38683214],[-1.23852961]
[-179.61668264],[-33.65429189],[-1.34225668]
[-178.7317779],[-32.47782631],[-1.80241774]
[-179.57701946],[-33.07052935],[-1.26332593]
[-179.56027783],[-31.84780153],[-1.11610973]
[-178.42002422],[-31.5437373],[-1.59724928]
[-178.11992177],[-33.33779635],[-1.35451838]
[-179.3637421],[-32.20145153],[-1.31073701]
[-178.15979074],[-35.55663221],[-1.91443005]
[-178.08847002],[-35.5616778],[-0.81959733]
[-178.13761984],[-34.08536819],[-0.45428112]
[-178.11520961],[-35.4040882],[-0.90064332]
[-175.61470171],[-35.24613845],[-1.0087748]
[-175.70131381],[-36.22277634],[-1.28107231]
[-174.76272971],[-35.51891868],[-1.26659152]
[-177.77066273],[-36.7014501],[-0.79122431]
[-178.67581282],[-36.79136276],[-0.71946827]
[179.0969911],[-34.30766506],[-0.57674531]
[179.7830085],[-32.70211391],[-0.21007172]
[-179.86523166],[-32.03421836],[0.2648321]
[-179.07210438],[-32.60419411],[0.02071254]
[-179.02239847],[-34.44863616],[0.40849576]
[-178.47376044],[-35.80132959],[0.11884839]
[-178.18492514],[-33.31365218],[0.085103]
[-174.76887891],[-35.21601337],[-0.58553404]
[-175.05704194],[-35.06471542],[0.01711027]
[-174.81298754],[-33.69622324],[0.70375628]
[-173.69213003],[-32.42838986],[0.34204003]
[-173.79023123],[-31.75041216],[-0.39562081]
[-172.62448532],[-33.08070226],[-0.27317002]
[-173.21339275],[-33.38927007],[0.22345016]
[-172.16773763],[-34.04133055],[-1.04630318]
[-172.39082633],[-33.53057849],[-0.44180257]
[-174.02746514],[-34.13042427],[-0.76695684]
[-173.53769646],[-33.05983801],[-0.64782009]
[-173.15762723],[-33.57129614],[-0.40999913]
[-173.7629176],[-31.6447879],[-0.59887137]
[-172.97120694],[-34.18701491],[-1.16610523]
[-172.76449877],[-32.55000466],[-1.03493234]
[-173.74199399],[-31.99665085],[-0.56542906]
[-173.37300881],[-32.45973858],[-1.14088059]
[-173.55818301],[-32.26615855],[-0.75241176]
[-173.64531718],[-33.62581877],[-0.68226013]
[-172.66809019],[-32.00167017],[-1.16932567]
[-174.04651144],[-33.87391581],[-1.22037864]
[-174.228403],[-33.48065933],[-0.93593373]
[-173.25413494],[-33.20246159],[-1.16922908]
[-173.55286171],[-33.25671202],[-0.49771088]
[-174.56015851],[-35.48936635],[-0.64605778]
[-174.412783],[-33.88801409],[-0.70673053]
[-175.74564867],[-34.11695797],[-0.02446373]
[-175.16120976],[-34.2599157],[-0.35031597]
[-174.95756973],[-33.14975206],[-0.82260841]
[-174.82754034],[-35.32212127],[-0.35184012]
[-175.35307952],[-34.28261046],[-0.340268]
[-175.53203268],[-33.40902446],[-0.5896401]
[-175.65891217],[-34.11961082],[-0.83182138]
[-175.05278902],[-33.11551447],[-1.27256247]
[-177.66026762],[-33.14271843],[0.5610349]
[-176.38357007],[-33.01997423],[-0.10745746]
[-174.92286336],[-33.30746655],[-0.9965523]
[-175.42180341],[-33.71392865],[-0.7322687]
[-175.11359781],[-33.88400419],[-1.04942108]
[-175.11359781],[-33.88400419],[-1.04942108]
[-174.02909965],[-33.66900249],[-1.6357949]
[-174.76246605],[-35.25541692],[-1.32817419]
[-177.28152707],[-32.74746285],[0.39927858]
[-176.59130322],[-32.56364485],[0.99763493]
[-175.59107363],[-29.96230914],[1.48866646]
[-174.06997297],[-29.42406328],[1.40375364]
[-173.58337835],[-30.91149009],[1.18413552]
[-173.64799295],[-27.78466298],[2.09857437]
[-174.14648759],[-22.97396097],[2.68905059]
[-174.06883003],[-20.0321224],[3.64310188]
[-173.33071828],[-19.94678973],[3.16245599]
[-171.9217617],[-16.54148974],[4.35205934]
[-171.75466624],[-17.98105844],[4.36771866]
[-172.88419027],[-16.51262433],[4.05509333]
[-172.00083713],[-9.33484457],[4.20992308]
[-172.13389667],[-1.9941333],[4.91253555]
[-173.06088352],[-9.17300238],[5.07321537]
[-171.84466126],[9.24237542],[5.32164661]
[-171.34670842],[-6.2321813],[4.82827662]
[-172.2379248],[-4.2338343],[5.35856336]
[-171.23275411],[17.35883447],[6.29120933]
[-171.16820118],[13.59672198],[6.28953056]
[-171.32463815],[7.36295834],[5.72876153]
[-171.18544466],[0.28001507],[6.02160923]
[-169.48978715],[9.47946939],[6.58346653]
[-170.28463107],[-0.585842],[6.09346078]
[-171.44237822],[1.20280593],[6.3907217]
[-170.46138812],[18.34005602],[6.6314327]
[-172.19207077],[16.43017145],[5.97312694]
[-172.25224219],[6.45355982],[5.18023758]
[-172.13036196],[-4.19652821],[5.24608368]
[-171.79143655],[-5.73851493],[4.81026115]
[-173.34456553],[19.75283088],[6.46285932]
[-174.07868049],[21.69325153],[6.1248588]
[-172.61298731],[-8.73885509],[5.70277914]
[-174.08503458],[-12.85837277],[5.35149427]
[-173.0987178],[22.98256538],[6.68207519]
[-173.07023271],[-8.41521852],[5.34919508]
[-172.44373439],[-16.5758323],[5.51642065]
[-172.54568772],[-11.49422762],[5.23661165]
[-172.60580644],[-12.41053423],[5.13369789]
[-171.75644259],[-13.39143715],[4.93709603]
[-171.88681401],[-11.49145577],[4.89793582]
[-171.79728605],[-14.01099316],[4.59548248]
[-173.14910046],[-15.59800557],[5.15305573]
[-173.5932624],[-14.65946625],[4.8873767]
[-172.75599742],[-16.84354589],[5.01569702]
[-172.26383925],[-14.54423805],[5.23610165]
[-173.57118647],[-20.09734301],[5.46252148]
[-173.38863677],[-17.48266852],[5.57751473]
[-173.92988519],[-17.36757537],[5.87369832]
[-173.59318015],[-17.82295431],[6.00318655]
[-172.52200884],[-15.09980454],[4.92171415]
[-172.60310766],[-16.46938495],[4.90863795]
[-172.0994312],[-15.35814452],[4.74932987]
[-171.93718279],[-14.45084664],[4.78942704]
[-171.47474158],[-12.19884582],[4.31968718]
[-172.52702603],[-7.28735194],[4.68014712]
[-172.13553993],[-10.47754162],[3.7544195]
[-173.60512292],[-11.10338596],[4.11793972]
[-171.9976393],[-11.20463721],[3.62036104]
[-172.57079491],[-11.1009744],[3.34560227]
[-172.56269861],[-9.92499937],[3.52612977]
[-171.88525816],[-10.16778924],[2.91860285]
[-171.68550367],[-9.26203952],[3.15285929]
[-172.1305817],[-12.1973236],[2.76858962]
[-172.38764127],[-6.99649313],[3.23645748]
[-171.42930522],[-7.06681089],[2.84144858]
[-172.08752432],[-2.26653713],[2.75031613]
[-172.55903571],[-1.39697155],[3.08585859]
[-170.71036551],[-2.68565915],[3.44525809]
[-171.08937174],[-1.68633558],[3.44869508]
[-171.72701459],[-0.96969594],[4.00290509]
[-171.9210606],[-2.88076974],[4.59086009]
[-170.40889926],[21.97907992],[5.97453571]
[-171.50624441],[19.44548122],[6.50058127]
[-169.54823427],[20.32236403],[7.12125826]
[-169.66047104],[21.3602275],[7.04649204]
[-169.22518461],[19.15909206],[7.63870922]
[-169.28702525],[27.36896751],[8.7157626]
[-170.07676658],[25.36670736],[8.12298153]
[-168.95007906],[29.89667996],[8.3029861]
[-169.54382102],[31.9885648],[8.16613872]
[-169.17036264],[31.76941358],[8.10743023]
[-170.70435244],[30.42575141],[7.79882869]
[-171.24006755],[31.26860115],[6.95503234]
[-170.42494173],[32.66381676],[6.92847729]
[-169.04670448],[32.94225687],[7.16820925]
[-170.51861949],[36.41928567],[6.0260727]
[-171.97591319],[35.84162605],[5.45438652]
[-171.48559621],[35.55957929],[5.14471949]
[-170.93276358],[35.47968012],[5.59062722]
[-170.7798021],[33.43657367],[5.29911353]
[-170.87771896],[34.50427356],[5.63499452]
[-169.60844233],[33.8475826],[5.03743194]
[-170.67096756],[31.5073342],[5.25451395]
[-170.85175193],[35.0890357],[4.85505361]
[-171.20101072],[31.71991442],[4.47962631]
