2,0.4797297297297297,0.6598984771573604,0.16666666666666666,0.0784313725490196,0.3190491472626775,0.7738095238095238,0.11764705882352941,0.06666666666666667,0.31937441643324,0.5752212389380531,0.2857142857142857,0.09523809523809523,0.318724539963478,"[65, 23, 25]","[7, 4, 3]","[12, 7, 2]"
3,0.47297297297297297,0.6568627450980392,0.0851063829787234,0.04444444444444444,0.27687457830664086,0.7976190476190477,0.058823529411764705,0.03333333333333333,0.2965919701213819,0.5583333333333333,0.15384615384615385,0.06666666666666667,0.25961538461538464,"[67, 29, 24]","[6, 2, 5]","[11, 3, 1]"
1,0.5,0.6730769230769231,0.0975609756097561,0.0851063829787234,0.321109742788443,0.8333333333333334,0.058823529411764705,0.06666666666666667,0.31960784313725493,0.5645161290322581,0.2857142857142857,0.11764705882352941,0.32262582452335775,"[70, 28, 26]","[3, 2, 2]","[11, 4, 2]"
4,0.5202702702702703,0.6952380952380952,0.05128205128205128,0.12765957446808512,0.32556090271723387,0.8690476190476191,0.029411764705882353,0.1,0.33281979458450045,0.5793650793650794,0.2,0.17647058823529413,0.31861188920012457,"[73, 28, 25]","[2, 1, 2]","[9, 5, 3]"
0,0.5202702702702703,0.6854460093896714,0.09523809523809523,0.0975609756097561,0.332040403325794,0.8690476190476191,0.058823529411764705,0.06666666666666667,0.3315126050420168,0.5658914728682171,0.25,0.18181818181818182,0.3325698848954663,"[73, 29, 27]","[5, 2, 1]","[6, 3, 2]"
8,0.5,0.6634146341463414,0.13953488372093023,0.125,0.3429566682064302,0.8095238095238095,0.08823529411764706,0.1,0.3325863678804855,0.5619834710743802,0.3333333333333333,0.16666666666666666,0.35399449035812675,"[68, 27, 26]","[5, 3, 1]","[11, 4, 3]"
7,0.4864864864864865,0.6530612244897959,0.16666666666666666,0.15384615384615383,0.3419191346117478,0.7619047619047619,0.11764705882352941,0.13333333333333333,0.3376283846872082,0.5714285714285714,0.2857142857142857,0.18181818181818182,0.3463203463203463,"[64, 25, 23]","[7, 4, 3]","[13, 5, 4]"
5,0.49324324324324326,0.653658536585366,0.1739130434782609,0.08888888888888888,0.33359666520799386,0.7976190476190477,0.11764705882352941,0.06666666666666667,0.3273109243697479,0.5537190082644629,0.3333333333333333,0.13333333333333333,0.3401285583103765,"[67, 28, 26]","[6, 4, 2]","[11, 2, 2]"
6,0.4797297297297297,0.6532663316582914,0.1739130434782609,0.0784313725490196,0.3252100639346656,0.7738095238095238,0.11764705882352941,0.06666666666666667,0.31937441643324,0.5652173913043478,0.3333333333333333,0.09523809523809523,0.33126293995859213,"[65, 25, 25]","[5, 4, 3]","[14, 5, 2]"
9,0.5067567567567568,0.6666666666666666,0.17777777777777776,0.12765957446808512,0.35516250955433887,0.8095238095238095,0.11764705882352941,0.1,0.34239028944911304,0.5666666666666667,0.36363636363636365,0.17647058823529413,0.36892453951277476,"[68, 27, 25]","[5, 4, 2]","[11, 3, 3]"
datasize,148

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
