datasize,112

ID,Accuracy,f_0,f_1,f_2,f_m,r_0,r_1,r_2,r_m,p_0,p_1,p_2,p_m,+1,0,-1
0,0.5535714285714286,0.7051282051282052,0.23529411764705882,0.11764705882352941,0.372998674466497,0.7971014492753623,0.2,0.07692307692307693,0.3580081753994797,0.632183908045977,0.2857142857142857,0.25,0.38929939792008755,"[55, 23, 9]","[12, 6, 3]","[2, 1, 1]"
1,0.5446428571428571,0.7073170731707318,0.13953488372093023,0.0,0.29605720840124905,0.8405797101449275,0.1,0.0,0.31352657004830914,0.6105263157894737,0.23076923076923078,0.0,0.28043184885290146,"[58, 26, 11]","[8, 3, 2]","[3, 1, 0]"
2,0.5714285714285714,0.7080745341614906,0.2857142857142857,0.0,0.3408190377921707,0.8260869565217391,0.23333333333333334,0.0,0.3531400966183575,0.6195652173913043,0.3684210526315789,0.0,0.3293287566742944,"[57, 23, 12]","[11, 7, 1]","[1, 0, 0]"
3,0.5357142857142857,0.7179487179487178,0.163265306122449,0.0,0.2990928684162136,0.8115942028985508,0.13333333333333333,0.0,0.314975845410628,0.6436781609195402,0.21052631578947367,0.0,0.2847348255696713,"[56, 23, 8]","[10, 4, 5]","[3, 3, 0]"
4,0.5178571428571429,0.6711409395973154,0.2545454545454545,0.1,0.34711175869875155,0.7246376811594203,0.23333333333333334,0.07692307692307693,0.34496469713861017,0.625,0.28,0.14285714285714285,0.34928571428571425,"[50, 20, 10]","[16, 7, 2]","[3, 3, 1]"
5,0.5535714285714286,0.693877551020408,0.32142857142857145,0.1904761904761905,0.4069409268259292,0.7391304347826086,0.3,0.15384615384615385,0.3976588628762541,0.6538461538461539,0.34615384615384615,0.25,0.4166666666666667,"[51, 20, 7]","[13, 9, 4]","[5, 1, 2]"
6,0.5535714285714286,0.7051282051282052,0.23529411764705882,0.11764705882352941,0.372998674466497,0.7971014492753623,0.2,0.07692307692307693,0.3580081753994797,0.632183908045977,0.2857142857142857,0.25,0.38929939792008755,"[55, 22, 10]","[13, 6, 2]","[1, 2, 1]"
7,0.5535714285714286,0.7295597484276729,0.13043478260869568,0.10526315789473684,0.3359894794536259,0.8405797101449275,0.1,0.07692307692307693,0.3391675956893348,0.6444444444444445,0.1875,0.16666666666666666,0.33287037037037037,"[58, 25, 7]","[8, 3, 5]","[3, 2, 1]"
8,0.5625,0.725,0.2040816326530612,0.0,0.3169660608483799,0.8405797101449275,0.16666666666666666,0.0,0.3357487922705314,0.6373626373626373,0.2631578947368421,0.0,0.30017351069982645,"[58, 24, 9]","[10, 5, 4]","[1, 1, 0]"
9,0.5803571428571429,0.7407407407407407,0.21739130434782608,0.0,0.33179950858990703,0.8695652173913043,0.16666666666666666,0.0,0.34541062801932365,0.6451612903225806,0.3125,0.0,0.3192204301075269,"[60, 24, 9]","[7, 5, 4]","[2, 1, 0]"
