0,0.016063
1.088,9.6801
13.168,13.36
17.536,17.84
25.92,26.848
28.304,28.624
39.968,40.544
44.688,46.592
47.808,56.56
63.216,65.12
71.984,72.432
75.504,77.616
83.792,87.472
94.288,95.28
101.46,106.21
107.38,110.48
111.66,111.82
113.06,113.71
114.94,116.29
117.5,117.98
120.35,125.31
127.54,128.42
135.98,136.34
145.5,147.84
153.31,154.27
155.52,157.92
161.33,168.9
170.13,170.69
172.64,174.06
178.06,178.88
180.1,181.02
182.26,188.72
194.02,194.86
200.34,200.77
210.54,215.73
216.98,220.03
221.9,222.29
225.89,228.46
230.18,230.61
233.2,235.97
240.5,241.02
245.07,247.22
248.43,249.9
251.17,253.07
254.37,254.64
260.06,262.27
266.99,268.24
270.48,284.51
285.78,289.34
291.62,293.78
295.01,295.62
297.95,304
308.85,311.02
319.65,320.7
321.95,323.41
327.49,329.49
331.31,333.02
341.5,345.04
351.39,351.82
353.54,353.73
359.58,359.66
361.71,370.42
375.2,376.34
378.67,380.61
395.71,398.16
400.46,401.5
407.89,408.75
411.97,414
418.11,419.86
421.07,423.54
436.42,436.42
441.04,441.47
444.98,444.98
446.62,446.9
448.74,450.21
464.42,464.46
469.09,473.55
480.24,481.36
483.01,487.09
489.73,494.64
496.18,499.3
509.7,513.6
515.04,515.23
518.64,518.67
521.5,522.06
529.09,529.44
532.75,533.87
536,537.15
544.82,545.6
557.82,562.58
565.52,566.85
571.5,572.37
574.8,576.78
580.32,582.11
584.35,585.38
586.59,587.14
588.9,589.22
599.14,599.7
601.92,603.58
606.4,607.92
609.2,610.32
611.65,613.89
616.37,619.06
620.35,620.94
622.16,623.17
628.29,628.54
635.26,635.84
639.17,639.54
641.95,641.97
644,644.88
651.38,652.56
653.9,656.64
664.69,666.45
672.98,677.73
679.42,681.26
683.41,684.19
686,686.08
