0,3.5041
5.824,7.6001
8.816,10.864
12,17.248
18.352,19.696
20.864,23.168
24.272,24.88
27.488,28.944
31.584,31.76
32.976,34.08
35.12,35.696
36.752,38.08
40.064,47.552
48.608,61.856
64.848,67.072
79.712,80.32
89.84,90.32
92.624,95.104
96.48,97.776
100.34,100.7
103.15,103.18
105.39,107.47
111.6,114.48
116.3,120.98
127.15,127.25
129.86,129.89
135.73,139.38
140.5,140.99
142.16,146.19
158.08,158.45
159.58,165.54
166.66,170.91
172.37,173.57
174.67,179.9
181.02,186.5
187.65,191.95
193.12,219.07
227.73,240.99
242.22,244.08
245.23,245.34
247.2,249.33
253.26,271.92
273.04,274.77
277.15,277.78
281.17,281.23
286.86,292.4
293.95,297.81
301.12,306.45
307.55,307.55
308.62,311.07
