0,0.016063
5.6,6.0961
13.456,15.344
16.496,17.616
20.416,23.04
24.208,24.768
25.952,26.512
27.648,27.808
28.96,29.424
34.384,35.232
36.4,37.472
38.592,40.496
44.48,44.608
46.592,46.592
50.048,51.552
53.28,53.856
55.76,59.472
60.624,62.528
65.616,66.336
67.504,68.032
71.824,74.864
76.064,76.736
79.168,80.592
82.496,83.632
86.176,86.88
97.76,105.78
106.98,107.01
108.85,109.31
110.46,111.44
113.22,117.98
120.18,122.59
124.8,125.6
128.02,132.22
134.62,136.16
139.2,141.52
143.6,147.22
149.09,149.23
151.36,151.58
156.22,156.22
158.75,160.86
162,162.34
166.83,169.07
170.24,171.28
176.3,179.02
180.94,181.71
185.49,188.13
192.72,193.2
195.1,196.69
199.23,199.81
207.39,208.16
209.3,211.23
213.46,218.51
225.26,225.82
237.34,237.5
